feat1	feat2	R	p	Padj	name_int	type	sign	color
KIF22	APP	0.510091068964221	6.46101619450334e-06	0.000344587530373512	KIF22 (interacts with) APP	prot-prot	NA	prot-prot_NA
LBR	APP	0.645035429971131	1.66891522823676e-09	2.34836948280109e-07	LBR (interacts with) APP	prot-prot	NA	prot-prot_NA
MCFD2	APP	0.648079783046103	1.32017508036597e-09	1.92625545817035e-07	MCFD2 (interacts with) APP	prot-prot	NA	prot-prot_NA
MGMT	APP	0.659767299448867	5.23567855736928e-10	8.45349467333613e-08	MGMT (interacts with) APP	prot-prot	NA	prot-prot_NA
MTHFD2	APP	0.496841921091768	1.21493021576491e-05	0.000597117855327136	MTHFD2 (interacts with) APP	prot-prot	NA	prot-prot_NA
NEXN	APP	0.742734668882862	1.83408843668076e-13	5.81473963629159e-11	NEXN (interacts with) APP	prot-prot	NA	prot-prot_NA
NT5C	APP	0.438859242410988	0.000144483268188944	0.00498700312781194	NT5C (interacts with) APP	prot-prot	NA	prot-prot_NA
PLEKHO1	APP	0.523121336715948	3.38185429704652e-06	0.000196484204407589	PLEKHO1 (interacts with) APP	prot-prot	NA	prot-prot_NA
PPP1CC	APP	0.640661359461114	2.32665087196438e-09	3.1363986557504e-07	PPP1CC (interacts with) APP	prot-prot	NA	prot-prot_NA
PPP1R14A	APP	0.772478348350975	4.88498130835069e-15	2.09077199997409e-12	PPP1R14A (interacts with) APP	prot-prot	NA	prot-prot_NA
PRTFDC1	APP	0.633312921004287	4.01839317376584e-09	5.08336634001512e-07	PRTFDC1 (interacts with) APP	prot-prot	NA	prot-prot_NA
PSRC1	APP	0.608293237686992	2.32845347447608e-08	2.45563389012508e-06	PSRC1 (interacts with) APP	prot-prot	NA	prot-prot_NA
PSTPIP2	APP	0.629568716647712	5.27935806182711e-09	6.41011418570781e-07	PSTPIP2 (interacts with) APP	prot-prot	NA	prot-prot_NA
RBPMS2	APP	0.75778147143732	3.10862446895044e-14	1.15694893279199e-11	RBPMS2 (interacts with) APP	prot-prot	NA	prot-prot_NA
RNASEH2A	APP	0.514482674174828	5.21002123976544e-06	0.000287727624596078	RNASEH2A (interacts with) APP	prot-prot	NA	prot-prot_NA
RRAS	APP	0.547708404433559	9.24143835012714e-07	6.27831049818161e-05	RRAS (interacts with) APP	prot-prot	NA	prot-prot_NA
SAMD9L	APP	0.583798442830898	1.12891991976838e-07	1.00313714670076e-05	SAMD9L (interacts with) APP	prot-prot	NA	prot-prot_NA
SNX5	APP	0.480150468025545	2.5955108745368e-05	0.00115415964083299	SNX5 (interacts with) APP	prot-prot	NA	prot-prot_NA
SPARC	APP	0.785145656547984	8.88178419700125e-16	4.30347581469797e-13	SPARC (interacts with) APP	prot-prot	NA	prot-prot_NA
TACC3	APP	0.683282302510716	7.15911774307187e-11	1.43629799720379e-08	TACC3 (interacts with) APP	prot-prot	NA	prot-prot_NA
TIMP3	APP	0.648674656635465	1.2606822252792e-09	1.85499135138148e-07	TIMP3 (interacts with) APP	prot-prot	NA	prot-prot_NA
TSC22D1	APP	0.538203131834485	1.54469795510259e-06	9.84313734169592e-05	TSC22D1 (interacts with) APP	prot-prot	NA	prot-prot_NA
DUT	ASAH1	0.558258754800076	5.1277091905888e-07	3.75155475824275e-05	DUT (interacts with) ASAH1	prot-prot	NA	prot-prot_NA
ENO1	ASAH1	0.474275866310391	3.35911338398276e-05	0.00145222275590366	ENO1 (interacts with) ASAH1	prot-prot	NA	prot-prot_NA
GLB1	ASAH1	0.570716216592712	2.49041689714957e-07	2.02066053455927e-05	GLB1 (interacts with) ASAH1	prot-prot	NA	prot-prot_NA
LRPAP1	ASAH1	0.43940547115207	0.000141437507013453	0.00489833470007482	LRPAP1 (interacts with) ASAH1	prot-prot	NA	prot-prot_NA
MZT1	ASAH1	0.445809166399409	0.000109878253152118	0.00394698671244419	MZT1 (interacts with) ASAH1	prot-prot	NA	prot-prot_NA
PLEKHO1	ASAH1	0.521691205436859	3.63565573824332e-06	0.000210041933314035	PLEKHO1 (interacts with) ASAH1	prot-prot	NA	prot-prot_NA
RRM2B	ASAH1	0.509478693735651	6.65626439055877e-06	0.000353974899194378	RRM2B (interacts with) ASAH1	prot-prot	NA	prot-prot_NA
ATP6V1G1	ATG4A	0.608853118712274	2.24240723767366e-08	2.37954619270494e-06	ATP6V1G1 (interacts with) ATG4A	prot-prot	NA	prot-prot_NA
CALCOCO1	ATG4A	0.742419735806141	1.90070181815827e-13	5.98895983930114e-11	CALCOCO1 (interacts with) ATG4A	prot-prot	NA	prot-prot_NA
CCT5	ATG4A	0.69461989327268	2.56425991551623e-11	5.55697844982758e-09	CCT5 (interacts with) ATG4A	prot-prot	NA	prot-prot_NA
CENPF	ATG4A	0.56315283002362	3.87463857443038e-07	2.95693071593974e-05	CENPF (interacts with) ATG4A	prot-prot	NA	prot-prot_NA
CIT	ATG4A	0.481165252383868	2.48122987114296e-05	0.00110621498421791	CIT (interacts with) ATG4A	prot-prot	NA	prot-prot_NA
CPPED1	ATG4A	0.533829061324469	1.94642855855243e-06	0.000120444061165365	CPPED1 (interacts with) ATG4A	prot-prot	NA	prot-prot_NA
DDX58	ATG4A	0.529734931327093	2.40957996355817e-06	0.000145595325798056	DDX58 (interacts with) ATG4A	prot-prot	NA	prot-prot_NA
DGKA	ATG4A	0.575947650688216	1.82247157365367e-07	1.53446131185004e-05	DGKA (interacts with) ATG4A	prot-prot	NA	prot-prot_NA
DTYMK	ATG4A	0.662426734318957	4.21793044935725e-10	6.96568835623757e-08	DTYMK (interacts with) ATG4A	prot-prot	NA	prot-prot_NA
EIF4EBP1	ATG4A	0.626629341264981	6.52420095725859e-09	7.70305657850117e-07	EIF4EBP1 (interacts with) ATG4A	prot-prot	NA	prot-prot_NA
FEN1	ATG4A	0.446312658560056	0.000107695523258844	0.0038897623590536	FEN1 (interacts with) ATG4A	prot-prot	NA	prot-prot_NA
FUS	ATG4A	0.535508704400315	1.78177736431806e-06	0.000111600104184604	FUS (interacts with) ATG4A	prot-prot	NA	prot-prot_NA
GGCT	ATG4A	0.621380456652961	9.46999012541028e-09	1.09792029986698e-06	GGCT (interacts with) ATG4A	prot-prot	NA	prot-prot_NA
GLRX	ATG4A	0.671664771236112	1.95681248982282e-10	3.52638208692281e-08	GLRX (interacts with) ATG4A	prot-prot	NA	prot-prot_NA
HAGH	ATG4A	0.83959408625667	0	0	HAGH (interacts with) ATG4A	prot-prot	NA	prot-prot_NA
INPP5D	ATG4A	0.698399090193334	1.8019807868086e-11	4.05919882502148e-09	INPP5D (interacts with) ATG4A	prot-prot	NA	prot-prot_NA
LXN	ATG4A	0.539812789782171	1.41756062710385e-06	9.12354809624736e-05	LXN (interacts with) ATG4A	prot-prot	NA	prot-prot_NA
PSME1	ATG4A	0.680482897384306	9.16018372265626e-11	1.79567570990697e-08	PSME1 (interacts with) ATG4A	prot-prot	NA	prot-prot_NA
PSMG3	ATG4A	0.81051526550608	0	0	PSMG3 (interacts with) ATG4A	prot-prot	NA	prot-prot_NA
RANBP1	ATG4A	0.540587355347038	1.35995021111057e-06	8.79685678118879e-05	RANBP1 (interacts with) ATG4A	prot-prot	NA	prot-prot_NA
SAMD9L	ATG4A	0.465243635727408	4.94860674851161e-05	0.00202357040289456	SAMD9L (interacts with) ATG4A	prot-prot	NA	prot-prot_NA
TGM2	ATG4A	0.728422710174088	8.888445535149e-13	2.4503807182973e-10	TGM2 (interacts with) ATG4A	prot-prot	NA	prot-prot_NA
C3	ATP6AP2	0.446767561893098	0.000105757894756309	0.00382515878498874	C3 (interacts with) ATP6AP2	prot-prot	NA	prot-prot_NA
EDN1	ATP6AP2	-0.537258332604322	1.62423334337802e-06	0.000102608394238494	EDN1 (interacts with) ATP6AP2	prot-prot	NA	prot-prot_NA
MASP1	ATP6AP2	0.544221852856268	1.11781682576861e-06	7.37931518913573e-05	MASP1 (interacts with) ATP6AP2	prot-prot	NA	prot-prot_NA
NDRG1	ATP6AP2	-0.562872889510979	3.93771941054055e-07	2.99173474741661e-05	NDRG1 (interacts with) ATP6AP2	prot-prot	NA	prot-prot_NA
PAGR1	ATP6AP2	-0.447642375995101	0.000102121771377028	0.00371983984249942	PAGR1 (interacts with) ATP6AP2	prot-prot	NA	prot-prot_NA
PAM	ATP6AP2	0.633907794593649	3.84657194985039e-09	4.91442625234616e-07	PAM (interacts with) ATP6AP2	prot-prot	NA	prot-prot_NA
SCG2	ATP6AP2	-0.469092817776223	4.20102454252724e-05	0.00176566792556628	SCG2 (interacts with) ATP6AP2	prot-prot	NA	prot-prot_NA
SERPINI1	ATP6AP2	0.709701688391217	6.06892314181096e-12	1.47725067565597e-09	SERPINI1 (interacts with) ATP6AP2	prot-prot	NA	prot-prot_NA
SIL1	ATP6AP2	0.473396903158079	3.48985152074377e-05	0.00150368099081711	SIL1 (interacts with) ATP6AP2	prot-prot	NA	prot-prot_NA
STC2	ATP6AP2	-0.659732306884787	5.25051557787037e-10	8.45349467333613e-08	STC2 (interacts with) ATP6AP2	prot-prot	NA	prot-prot_NA
TCOF1	ATP6AP2	0.459329892397865	6.34041316200928e-05	0.0024915349655761	TCOF1 (interacts with) ATP6AP2	prot-prot	NA	prot-prot_NA
CALCOCO1	ATP6V1G1	0.596955646925028	4.91497693655418e-08	4.82663891895646e-06	CALCOCO1 (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
CCT5	ATP6V1G1	0.640976292537836	2.27205321223778e-09	3.07896182006682e-07	CCT5 (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
CDC26	ATP6V1G1	0.542297261831861	1.24046946226031e-06	8.11065376368949e-05	CDC26 (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
CDKN1A	ATP6V1G1	0.548840871314846	8.68358104977318e-07	5.94651630288468e-05	CDKN1A (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
CDKN2D	ATP6V1G1	0.494182486221678	1.37479392647855e-05	0.000666755581340303	CDKN2D (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
CENPF	ATP6V1G1	0.490018371096142	1.66496673521532e-05	0.000780225287597254	CENPF (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
DAB2	ATP6V1G1	0.455900621118012	7.30523094798485e-05	0.00279372048762846	DAB2 (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
DBI	ATP6V1G1	0.524696002099554	3.12165569749112e-06	0.000183862656677917	DBI (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
DGKA	ATP6V1G1	0.629031834787737	5.48841860847915e-09	6.60152645741192e-07	DGKA (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
DTYMK	ATP6V1G1	0.826156941649899	0	0	DTYMK (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
DUT	ATP6V1G1	0.62099553844808	9.72968439150179e-09	1.12044078553258e-06	DUT (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
EIF4EBP1	ATP6V1G1	0.674114250721722	1.58894675195143e-10	2.95682265145744e-08	EIF4EBP1 (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
ENO1	ATP6V1G1	0.595450966669583	5.41555038591213e-08	5.27784948425895e-06	ENO1 (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
FABP5	ATP6V1G1	0.511188872364623	6.12433656987932e-06	0.000331449869577452	FABP5 (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
FKBP5	ATP6V1G1	0.525780771586038	2.95345785161771e-06	0.00017536369394114	FKBP5 (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
GGCT	ATP6V1G1	0.764849969381506	1.28785870856518e-14	5.20822230487462e-12	GGCT (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
GLRX	ATP6V1G1	0.55527950310559	6.068125930625e-07	4.34670777959414e-05	GLRX (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
HAGH	ATP6V1G1	0.655638176887411	7.29252214171083e-10	1.14890778281677e-07	HAGH (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
INPP5D	ATP6V1G1	0.639681567666871	2.50460852058154e-09	3.33255682945772e-07	INPP5D (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
JPT2	ATP6V1G1	0.642550957921442	2.01686711776006e-09	2.76968703658173e-07	JPT2 (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
LXN	ATP6V1G1	0.449322019070947	9.546171861885e-05	0.0035222082386955	LXN (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
MGMT	ATP6V1G1	0.506954772110926	7.52069405396405e-06	0.000395356035426401	MGMT (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
NEXN	ATP6V1G1	0.444563030356049	0.000115457097687788	0.00411162719715979	NEXN (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
NT5C	ATP6V1G1	0.496561980579127	1.23090242556412e-05	0.000604389565745441	NT5C (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
PAGR1	ATP6V1G1	0.52364622517715	3.2929435640483e-06	0.000192188160738092	PAGR1 (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
PPP1CC	ATP6V1G1	0.588732394366197	8.30068429547026e-08	7.69536363565618e-06	PPP1CC (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
PPP1R14A	ATP6V1G1	0.489318519814539	1.71900554486459e-05	0.000802619316220414	PPP1R14A (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
PRTFDC1	ATP6V1G1	0.535403726708075	1.79167224056975e-06	0.000111946820286694	PRTFDC1 (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
PSME1	ATP6V1G1	0.721529175050302	1.83608683812508e-12	4.96323263190023e-10	PSME1 (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
PSMG3	ATP6V1G1	0.604339077945936	3.03154992220556e-08	3.10160167339596e-06	PSMG3 (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
PSRC1	ATP6V1G1	0.599685066923279	4.11681797540808e-08	4.09766998482479e-06	PSRC1 (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
PSTPIP2	ATP6V1G1	0.516822675181524	4.63988428855977e-06	0.000260157704214443	PSTPIP2 (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
RANBP1	ATP6V1G1	0.61552458688898	1.42359479760046e-08	1.57917556813735e-06	RANBP1 (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
RBPMS2	ATP6V1G1	0.455900621118012	7.30523094798485e-05	0.00279372048762846	RBPMS2 (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
SAMD9L	ATP6V1G1	0.650354299711311	1.10617603965579e-09	1.66607628729389e-07	SAMD9L (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
TACC3	ATP6V1G1	0.486029218791007	1.99558063347371e-05	0.000910239976334014	TACC3 (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
TGM2	ATP6V1G1	0.49460239699064	1.3483124822411e-05	0.000655770161817261	TGM2 (interacts with) ATP6V1G1	prot-prot	NA	prot-prot_NA
taurine	ATP6V1G1	0.474481672644563	3.32916573688724e-05	0.00144048822448634	taurine (interacts with) ATP6V1G1	met-prot	pos	met-prot_pos
GPNMB	BGN	0.471962208030793	3.71343889016273e-05	0.00158935184498965	GPNMB (interacts with) BGN	prot-prot	NA	prot-prot_NA
IGFBP7	BGN	0.459228932122656	6.36704637662078e-05	0.00249817801301179	IGFBP7 (interacts with) BGN	prot-prot	NA	prot-prot_NA
MAMDC2	BGN	0.447677368559181	0.000101978754573295	0.00371983984249942	MAMDC2 (interacts with) BGN	prot-prot	NA	prot-prot_NA
CDKN1A	BTC	0.452086431633278	8.53672008225281e-05	0.00318869777036003	CDKN1A (interacts with) BTC	prot-prot	NA	prot-prot_NA
FGF2	BTC	0.474971568541685	3.25887367182975e-05	0.00141364655223966	FGF2 (interacts with) BTC	prot-prot	NA	prot-prot_NA
KIF22	BTC	0.479244853879364	2.70161039734873e-05	0.00119329674911441	KIF22 (interacts with) BTC	prot-prot	NA	prot-prot_NA
MCFD2	BTC	0.446207680867816	0.000108147293282013	0.00390059338691304	MCFD2 (interacts with) BTC	prot-prot	NA	prot-prot_NA
PLEKHO1	BTC	0.469967631878226	4.04641858129384e-05	0.00171189504394771	PLEKHO1 (interacts with) BTC	prot-prot	NA	prot-prot_NA
PPP1CC	BTC	0.454220978042166	7.82576000570856e-05	0.00295700913015938	PPP1CC (interacts with) BTC	prot-prot	NA	prot-prot_NA
PSTPIP2	BTC	0.492887761350713	1.45952930705739e-05	0.000698615332809579	PSTPIP2 (interacts with) BTC	prot-prot	NA	prot-prot_NA
RRAS	BTC	0.471703890350395	3.75508134484726e-05	0.00160437774198722	RRAS (interacts with) BTC	prot-prot	NA	prot-prot_NA
TACC3	BTC	0.456670457527775	7.07751922703892e-05	0.00273309313910315	TACC3 (interacts with) BTC	prot-prot	NA	prot-prot_NA
COL6A3	C3	0.462514215729158	5.55144540637098e-05	0.00222383909908253	COL6A3 (interacts with) C3	prot-prot	NA	prot-prot_NA
CTSD	C3	0.539917767474412	1.40962044303805e-06	9.08382759779602e-05	CTSD (interacts with) C3	prot-prot	NA	prot-prot_NA
ECHDC3	C3	0.446872539585338	0.000105315340535928	0.00381183642700862	ECHDC3 (interacts with) C3	prot-prot	NA	prot-prot_NA
FN1	C3	0.50275566442131	9.19499553364567e-06	0.000469438340564654	FN1 (interacts with) C3	prot-prot	NA	prot-prot_NA
GGH	C3	0.459854780859067	6.20360150969113e-05	0.00244713497340811	GGH (interacts with) C3	prot-prot	NA	prot-prot_NA
IGF2R	C3	0.448062286764063	0.000100417719559598	0.00367078581963057	IGF2R (interacts with) C3	prot-prot	NA	prot-prot_NA
PAMR1	C3	0.510978916980142	6.18742981073339e-06	0.000333809238528642	PAMR1 (interacts with) C3	prot-prot	NA	prot-prot_NA
SERPINF1	C3	0.628139516597534	5.85339732239731e-09	6.94296735515764e-07	SERPINF1 (interacts with) C3	prot-prot	NA	prot-prot_NA
TCTN3	C3	0.52896509491733	2.5074800231728e-06	0.000150624764900766	TCTN3 (interacts with) C3	prot-prot	NA	prot-prot_NA
CCT5	CALCOCO1	0.550240573878051	8.03784561798082e-07	5.57117072792841e-05	CCT5 (interacts with) CALCOCO1	prot-prot	NA	prot-prot_NA
CENPF	CALCOCO1	0.601084769486484	3.75677815522835e-08	3.77589287774027e-06	CENPF (interacts with) CALCOCO1	prot-prot	NA	prot-prot_NA
CIT	CALCOCO1	0.543102090805704	1.18771425694497e-06	7.7906774248651e-05	CIT (interacts with) CALCOCO1	prot-prot	NA	prot-prot_NA
CPPED1	CALCOCO1	0.533829061324469	1.94642855855243e-06	0.000120444061165365	CPPED1 (interacts with) CALCOCO1	prot-prot	NA	prot-prot_NA
DDX58	CALCOCO1	0.454920829323769	7.60484218411683e-05	0.00288627031634643	DDX58 (interacts with) CALCOCO1	prot-prot	NA	prot-prot_NA
DTYMK	CALCOCO1	0.59996500743592	4.04229192341177e-08	4.03914617094219e-06	DTYMK (interacts with) CALCOCO1	prot-prot	NA	prot-prot_NA
EIF4EBP1	CALCOCO1	0.578549558218878	1.5571472711251e-07	1.33514330292129e-05	EIF4EBP1 (interacts with) CALCOCO1	prot-prot	NA	prot-prot_NA
GGCT	CALCOCO1	0.582748665908494	1.20446225437831e-07	1.06657209284259e-05	GGCT (interacts with) CALCOCO1	prot-prot	NA	prot-prot_NA
GLRX	CALCOCO1	0.607383431020908	2.47499216676772e-08	2.59950097515726e-06	GLRX (interacts with) CALCOCO1	prot-prot	NA	prot-prot_NA
HAGH	CALCOCO1	0.772933251684017	4.44089209850063e-15	1.96624326016373e-12	HAGH (interacts with) CALCOCO1	prot-prot	NA	prot-prot_NA
INPP5D	CALCOCO1	0.628238999212667	5.81159187440505e-09	6.90933700623712e-07	INPP5D (interacts with) CALCOCO1	prot-prot	NA	prot-prot_NA
LXN	CALCOCO1	0.526095704662759	2.90624153120866e-06	0.000172759913244071	LXN (interacts with) CALCOCO1	prot-prot	NA	prot-prot_NA
PSME1	CALCOCO1	0.675653923541248	1.39258382603202e-10	2.62952593033106e-08	PSME1 (interacts with) CALCOCO1	prot-prot	NA	prot-prot_NA
PSMG3	CALCOCO1	0.76575977604759	1.15463194561016e-14	4.70649974020142e-12	PSMG3 (interacts with) CALCOCO1	prot-prot	NA	prot-prot_NA
RANBP1	CALCOCO1	0.455222248484294	7.51148289366288e-05	0.0028619418502858	RANBP1 (interacts with) CALCOCO1	prot-prot	NA	prot-prot_NA
TGM2	CALCOCO1	0.71568541684892	3.33955085807247e-12	8.57596660353011e-10	TGM2 (interacts with) CALCOCO1	prot-prot	NA	prot-prot_NA
DDX58	CASP1	0.458770011372583	6.48941889851429e-05	0.00253264859139585	DDX58 (interacts with) CASP1	prot-prot	NA	prot-prot_NA
LRPAP1	CASP1	0.453276178812002	8.13341255345712e-05	0.00306255182364778	LRPAP1 (interacts with) CASP1	prot-prot	NA	prot-prot_NA
LXN	CASP1	0.481900096229551	2.40141478191624e-05	0.0010752978482931	LXN (interacts with) CASP1	prot-prot	NA	prot-prot_NA
NPM1	CASP1	0.464648762138046	5.0745754999415e-05	0.00206194776643193	NPM1 (interacts with) CASP1	prot-prot	NA	prot-prot_NA
RRM2	CASP1	0.469302773160703	4.16342741986764e-05	0.00175273469085575	RRM2 (interacts with) CASP1	prot-prot	NA	prot-prot_NA
SNRPB2	CASP1	0.492747791094392	1.46897581676519e-05	0.000701828818130794	SNRPB2 (interacts with) CASP1	prot-prot	NA	prot-prot_NA
TIGAR	CASP1	0.449112063686467	9.62717195340801e-05	0.00354445556650205	TIGAR (interacts with) CASP1	prot-prot	NA	prot-prot_NA
DDAH1	CBS	0.454500918554807	7.7366907227816e-05	0.00293035719411551	DDAH1 (interacts with) CBS	prot-prot	NA	prot-prot_NA
ECHDC3	CBS	0.645560318432333	1.60310920094275e-09	2.27446653481823e-07	ECHDC3 (interacts with) CBS	prot-prot	NA	prot-prot_NA
CEBPB	CCT5	0.46569853906045	4.85423949174724e-05	0.00199610680781536	CEBPB (interacts with) CCT5	prot-prot	NA	prot-prot_NA
CPPED1	CCT5	0.579564342577202	1.46392341360269e-07	1.26791073393986e-05	CPPED1 (interacts with) CCT5	prot-prot	NA	prot-prot_NA
DGKA	CCT5	0.654331679945255	8.09002864698982e-10	1.25005733892309e-07	DGKA (interacts with) CCT5	prot-prot	NA	prot-prot_NA
DTYMK	CCT5	0.696159566092205	2.22242224623415e-11	4.87793190455495e-09	DTYMK (interacts with) CCT5	prot-prot	NA	prot-prot_NA
DUT	CCT5	0.492432858017671	1.49043920683045e-05	0.000709443537190102	DUT (interacts with) CCT5	prot-prot	NA	prot-prot_NA
EIF4EBP1	CCT5	0.581838859242411	1.2737746901692e-07	1.11640047930188e-05	EIF4EBP1 (interacts with) CCT5	prot-prot	NA	prot-prot_NA
ENO1	CCT5	0.568926603096842	2.76774512641964e-07	2.20731971572846e-05	ENO1 (interacts with) CCT5	prot-prot	NA	prot-prot_NA
FABP5	CCT5	0.462899133934039	5.46249728514692e-05	0.00219354073936783	FABP5 (interacts with) CCT5	prot-prot	NA	prot-prot_NA
FEN1	CCT5	0.503315545446593	8.95321354055234e-06	0.000460123935341912	FEN1 (interacts with) CCT5	prot-prot	NA	prot-prot_NA
FUS	CCT5	0.571970956171813	2.31185399268696e-07	1.89372920357899e-05	FUS (interacts with) CCT5	prot-prot	NA	prot-prot_NA
GGCT	CCT5	0.668655410725221	2.52057930083538e-10	4.38837128443746e-08	GGCT (interacts with) CCT5	prot-prot	NA	prot-prot_NA
GLRX	CCT5	0.554964570028869	6.17651814360798e-07	4.41818902305997e-05	GLRX (interacts with) CCT5	prot-prot	NA	prot-prot_NA
HAGH	CCT5	0.611442568454204	1.88220643515535e-08	2.03088492667183e-06	HAGH (interacts with) CCT5	prot-prot	NA	prot-prot_NA
INPP5D	CCT5	0.675653923541248	1.39258382603202e-10	2.62952593033106e-08	INPP5D (interacts with) CCT5	prot-prot	NA	prot-prot_NA
JPT2	CCT5	0.480710349050827	2.53186806293826e-05	0.00112781217443633	JPT2 (interacts with) CCT5	prot-prot	NA	prot-prot_NA
LXN	CCT5	0.498801504680255	1.10842278511214e-05	0.000548445031246238	LXN (interacts with) CCT5	prot-prot	NA	prot-prot_NA
PSME1	CCT5	0.629253783570991	5.40105560276061e-09	6.52701684135964e-07	PSME1 (interacts with) CCT5	prot-prot	NA	prot-prot_NA
PSMG3	CCT5	0.659347388679905	5.41638289774937e-10	8.69329455088774e-08	PSMG3 (interacts with) CCT5	prot-prot	NA	prot-prot_NA
RANBP1	CCT5	0.578117208640866	1.59854591563757e-07	1.3660785062753e-05	RANBP1 (interacts with) CCT5	prot-prot	NA	prot-prot_NA
RRM2B	CCT5	0.443618231125886	0.000119859661275701	0.00423966405173553	RRM2B (interacts with) CCT5	prot-prot	NA	prot-prot_NA
SAMD9L	CCT5	0.609378007173476	2.16448536871638e-08	2.30638938874011e-06	SAMD9L (interacts with) CCT5	prot-prot	NA	prot-prot_NA
SNX5	CCT5	0.445157903945412	0.000112762111763587	0.00403305157393999	SNX5 (interacts with) CCT5	prot-prot	NA	prot-prot_NA
TGM2	CCT5	0.532254395940863	2.11367032165732e-06	0.000129235842524191	TGM2 (interacts with) CCT5	prot-prot	NA	prot-prot_NA
SPARC	CD36	0.457510279065699	6.8366036031664e-05	0.0026540284282587	SPARC (interacts with) CD36	prot-prot	NA	prot-prot_NA
CDKN1A	CDC26	0.837179599335141	0	0	CDKN1A (interacts with) CDC26	prot-prot	NA	prot-prot_NA
CDKN2D	CDC26	0.851911468812877	0	0	CDKN2D (interacts with) CDC26	prot-prot	NA	prot-prot_NA
DAB2	CDC26	0.924311083894672	0	0	DAB2 (interacts with) CDC26	prot-prot	NA	prot-prot_NA
DBI	CDC26	0.712256145569067	4.71156447190424e-12	1.18041927452196e-09	DBI (interacts with) CDC26	prot-prot	NA	prot-prot_NA
DTYMK	CDC26	0.59223165077421	6.6533664799806e-08	6.29312895786011e-06	DTYMK (interacts with) CDC26	prot-prot	NA	prot-prot_NA
