,SUID,adjustedPValue_All_genes,description_All_genes,N_All_genes,name,nn_All_genes,nodeFillColor_All_genes,nodeFontSize_All_genes,nodeSize_All_genes,nodeType_All_genes,pValue_All_genes,selected,shared.name,X_All_genes,xx_All_genes,top,names_2,L1,L2
583,1578748,0.025327,negative regulation of stress-activated MAPK cascade,14261,32873,3,1.59641081057923,14,2.82842712474619,ellipse,0.0045771,false,32873,565,2,NA,NA,NA,NA
688,1578973,0.025327,regulation of production of molecular mediator of immune response,14261,2700,40,1.59641081057923,14,4.89897948556636,ellipse,0.0045884,false,2700,565,6,NA,NA,NA,NA
825,1579326,0.025327,uroporphyrinogen III metabolic process,14261,46502,3,1.59641081057923,14,2.82842712474619,ellipse,0.0045771,false,46502,565,2,NA,NA,NA,L2
848,1579400,0.025327,production of siRNA involved in RNA interference,14261,30422,3,1.59641081057923,14,2.82842712474619,ellipse,0.0045771,false,30422,565,2,NA,NA,NA,NA
865,1579456,0.025327,endosome transport via multivesicular body sorting pathway,14261,32509,3,1.59641081057923,14,2.82842712474619,ellipse,0.0045771,false,32509,565,2,NA,NA,NA,NA
875,1579485,0.025327,negative regulation of phagocytosis,14261,50765,3,1.59641081057923,14,2.82842712474619,ellipse,0.0045771,false,50765,565,2,NA,NA,NA,L2
933,1579669,0.025327,tube lumen cavitation,14261,60605,3,1.59641081057923,14,2.82842712474619,ellipse,0.0045771,false,60605,565,2,NA,NA,NA,NA
943,1579708,0.025327,cleavage of lamin,14261,6922,3,1.59641081057923,14,2.82842712474619,ellipse,0.0045771,false,6922,565,2,NA,NA,NA,NA
962,1579767,0.025327,virion attachment, binding of host cell surface receptor,14261,46813,3,1.59641081057923,14,2.82842712474619,ellipse,0.0045771,false,46813,565,2,NA,NA,NA,NA
984,1579846,0.025327,connective tissue replacement involved in inflammatory response wound healing,14261,2248,3,1.59641081057923,14,2.82842712474619,ellipse,0.0045771,false,2248,565,2,NA,NA,NA,NA
988,1579859,0.025327,thiamin metabolic process,14261,6772,3,1.59641081057923,14,2.82842712474619,ellipse,0.0045771,false,6772,565,2,NA,NA,NA,NA
1039,1580197,0.025327,leukocyte proliferation,14261,70661,40,1.59641081057923,14,4.89897948556636,ellipse,0.0045884,false,70661,565,6,NA,NA,NA,NA
410,1578403,0.026272,positive regulation of leukocyte mediated cytotoxicity,14261,1912,18,1.58050445525251,14,4,ellipse,0.0047876,false,1912,565,4,NA,NA,NA,L2
807,1579267,0.026272,mRNA stabilization,14261,48255,18,1.58050445525251,14,4,ellipse,0.0047876,false,48255,565,4,NA,NA,NA,NA
878,1579497,0.026272,regulated secretory pathway,14261,45055,18,1.58050445525251,14,4,ellipse,0.0047876,false,45055,565,4,NA,NA,NA,NA
1052,1580255,0.026272,RNA stabilization,14261,43489,18,1.58050445525251,14,4,ellipse,0.0047876,false,43489,565,4,NA,NA,NA,NA
970,1579800,0.026394,regulation of proteolysis,14261,30162,67,1.57848772724509,14,5.65685424949238,ellipse,0.0048169,false,30162,565,8,NA,NA,L1,L2
364,1578322,0.026413,cellular response to hormone stimulus,14261,32870,161,1.57818442688183,14,7.48331477354788,ellipse,0.0048273,false,32870,565,14,NA,NA,NA,L2
108,1577904,0.027937,actin filament-based process,14261,30029,250,1.55382017969704,14,8.71779788708135,ellipse,0.0051147,false,30029,565,19,NA,NA,L1,L2
685,1578967,0.027937,nuclear division,14261,280,232,1.55382017969704,14,8.48528137423857,ellipse,0.0051282,false,280,565,18,NA,NA,NA,NA
686,1578968,0.027937,mitosis,14261,7067,232,1.55382017969704,14,8.48528137423857,ellipse,0.0051282,false,7067,565,18,NA,NA,NA,NA
82,1577864,0.028118,nucleobase, nucleoside, nucleotide and nucleic acid catabolic process,14261,34655,54,1.55102233553301,14,5.29150262212918,ellipse,0.0051977,false,34655,565,7,NA,NA,NA,NA
83,1577865,0.028118,nucleobase, nucleoside and nucleotide catabolic process,14261,34656,54,1.55102233553301,14,5.29150262212918,ellipse,0.0051977,false,34656,565,7,NA,NA,NA,NA
371,1578333,0.028118,positive regulation of smooth muscle cell proliferation,14261,48661,29,1.55102233553301,14,4.47213595499958,ellipse,0.0051728,false,48661,565,5,NA,NA,NA,L2
452,1578488,0.028118,negative regulation of phosphorylation,14261,42326,54,1.55102233553301,14,5.29150262212918,ellipse,0.0051977,false,42326,565,7,NA,NA,L1,L2
1019,1580032,0.028118,regulation of protein binding,14261,43393,41,1.55102233553301,14,4.89897948556636,ellipse,0.0051989,false,43393,565,6,NA,NA,NA,NA
455,1578493,0.028763,positive regulation of immune response,14261,50778,146,1.54116783459291,14,7.21110255092798,ellipse,0.0053259,false,50778,565,13,NA,NA,NA,L2
383,1578354,0.029407,cellular lipid catabolic process,14261,44242,83,1.53155603925775,14,6,ellipse,0.0054686,false,44242,565,9,NA,NA,NA,L2
662,1578913,0.029407,positive regulation of MAPKKK cascade,14261,43410,83,1.53155603925775,14,6,ellipse,0.0054686,false,43410,565,9,NA,NA,NA,NA
832,1579358,0.029407,female sex differentiation,14261,46660,83,1.53155603925775,14,6,ellipse,0.0054686,false,46660,565,9,NA,NA,NA,NA
1067,1580349,0.029977,in utero embryonic development,14261,1701,216,1.52321751361814,14,8.24621125123532,ellipse,0.0055826,false,1701,565,17,NA,NA,NA,NA
499,1578576,0.030827,vesicle organization,14261,16050,55,1.51107248879547,14,5.29150262212918,ellipse,0.0057574,false,16050,565,7,NA,NA,NA,L2
627,1578846,0.030827,cell recognition,14261,8037,55,1.51107248879547,14,5.29150262212918,ellipse,0.0057574,false,8037,565,7,NA,NA,L1,L2
38,1577796,0.0312,negative regulation of T cell activation,14261,50868,42,1.50584841071993,14,4.89897948556636,ellipse,0.0058669,false,50868,565,6,NA,NA,NA,NA
428,1578439,0.0312,lymphocyte activation involved in immune response,14261,2285,19,1.50584841071993,14,4,ellipse,0.005877,false,2285,565,4,NA,NA,NA,NA
953,1579746,0.0312,negative regulation of microtubule polymerization or depolymerization,14261,31111,19,1.50584841071993,14,4,ellipse,0.005877,false,31111,565,4,NA,NA,NA,NA
990,1579864,0.0312,glycolysis,14261,6096,42,1.50584841071993,14,4.89897948556636,ellipse,0.0058669,false,6096,565,6,NA,NA,NA,L2
995,1579882,0.0312,cellular amide metabolic process,14261,43603,19,1.50584841071993,14,4,ellipse,0.005877,false,43603,565,4,NA,NA,NA,L2
1020,1580036,0.0312,regulation of tissue remodeling,14261,34103,19,1.50584841071993,14,4,ellipse,0.005877,false,34103,565,4,NA,NA,NA,L2
211,1578067,0.031363,positive regulation of cell development,14261,10720,84,1.50358715344106,14,6,ellipse,0.0059161,false,10720,565,9,NA,NA,NA,L2
128,1577934,0.031629,positive regulation of heat generation,14261,31652,10,1.49991131047551,14,3.46410161513775,ellipse,0.0060254,false,31652,565,3,NA,NA,NA,L2
375,1578340,0.031629,urea cycle,14261,50,10,1.49991131047551,14,3.46410161513775,ellipse,0.0060254,false,50,565,3,NA,NA,NA,NA
376,1578342,0.031629,regulation of heat generation,14261,31650,10,1.49991131047551,14,3.46410161513775,ellipse,0.0060254,false,31650,565,3,NA,NA,NA,L2
778,1579182,0.031629,T-helper 1 type immune response,14261,42088,10,1.49991131047551,14,3.46410161513775,ellipse,0.0060254,false,42088,565,3,NA,NA,NA,NA
809,1579270,0.031629,negative regulation of cell-cell adhesion,14261,22408,10,1.49991131047551,14,3.46410161513775,ellipse,0.0060254,false,22408,565,3,NA,NA,NA,L2
889,1579526,0.031629,lens fiber cell differentiation,14261,70306,10,1.49991131047551,14,3.46410161513775,ellipse,0.0060254,false,70306,565,3,NA,NA,NA,NA
1086,1580504,0.031629,regulation of branching involved in salivary gland morphogenesis,14261,60693,10,1.49991131047551,14,3.46410161513775,ellipse,0.0060254,false,60693,565,3,NA,NA,NA,NA
570,1578720,0.032403,protein amino acid dephosphorylation,14261,6470,132,1.48941227138512,14,6.92820323027551,ellipse,0.0061815,false,6470,565,12,NA,NA,NA,NA
67,1577840,0.032833,cytokine-mediated signaling pathway,14261,19221,70,1.4836924870426,14,5.65685424949238,ellipse,0.0062897,false,19221,565,8,NA,NA,NA,NA
777,1579181,0.032833,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,14261,2460,70,1.4836924870426,14,5.65685424949238,ellipse,0.0062897,false,2460,565,8,NA,NA,NA,NA
910,1579586,0.032833,negative regulation of secretion,14261,51048,70,1.4836924870426,14,5.65685424949238,ellipse,0.0062897,false,51048,565,8,NA,NA,NA,L2
1105,1580699,0.032873,response to organic cyclic substance,14261,14070,149,1.48316170686995,14,7.21110255092798,ellipse,0.0063062,false,14070,565,13,NA,NA,L1,L2
35,1577791,0.032924,proteolysis involved in cellular protein catabolic process,14261,51603,311,1.48248524268239,14,9.38083151964686,ellipse,0.0063248,false,51603,565,22,NA,NA,NA,NA
642,1578875,0.033066,negative regulation of leukocyte activation,14261,2695,56,1.48061558693145,14,5.29150262212918,ellipse,0.0063609,false,2695,565,7,NA,NA,NA,L2
325,1578257,0.033178,multicellular organismal homeostasis,14261,48871,85,1.47915420002156,14,6,ellipse,0.0063912,false,48871,565,9,NA,NA,NA,NA
365,1578324,0.034143,positive regulation of immune effector process,14261,2699,43,1.46670347616314,14,4.89897948556636,ellipse,0.0065953,false,2699,565,6,NA,NA,NA,L2
1035,1580184,0.034143,positive regulation of angiogenesis,14261,45766,43,1.46670347616314,14,4.89897948556636,ellipse,0.0065953,false,45766,565,6,NA,NA,NA,L2
416,1578415,0.035216,endosome transport,14261,16197,71,1.45326605005857,14,5.65685424949238,ellipse,0.0068495,false,16197,565,8,NA,NA,NA,L2
820,1579308,0.035216,adaptive immune response,14261,2250,71,1.45326605005857,14,5.65685424949238,ellipse,0.0068495,false,2250,565,8,NA,NA,NA,L2
931,1579663,0.035216,initiation of signal transduction,14261,23036,71,1.45326605005857,14,5.65685424949238,ellipse,0.0068495,false,23036,565,8,NA,NA,NA,NA
1024,1580060,0.035216,signal initiation by diffusible mediator,14261,23038,71,1.45326605005857,14,5.65685424949238,ellipse,0.0068495,false,23038,565,8,NA,NA,NA,NA
1025,1580061,0.035216,signal initiation by protein/peptide mediator,14261,23049,71,1.45326605005857,14,5.65685424949238,ellipse,0.0068495,false,23049,565,8,NA,NA,NA,NA
22,1577771,0.035513,regulation of organ growth,14261,46620,31,1.44961499444802,14,4.47213595499958,ellipse,0.0069358,false,46620,565,5,NA,NA,NA,L2
97,1577887,0.035513,regulation of nitric oxide biosynthetic process,14261,45428,31,1.44961499444802,14,4.47213595499958,ellipse,0.0069358,false,45428,565,5,NA,NA,NA,NA
116,1577916,0.035513,M phase of mitotic cell cycle,14261,87,239,1.44961499444802,14,8.48528137423857,ellipse,0.0069343,false,87,565,18,NA,NA,NA,NA
130,1577937,0.035845,transforming growth factor beta receptor signaling pathway,14261,7179,57,1.44556647593003,14,5.29150262212918,ellipse,0.0070103,false,7179,565,7,NA,NA,NA,NA
34,1577790,0.035919,cellular protein catabolic process,14261,44257,314,1.44467052637154,14,9.38083151964686,ellipse,0.0070537,false,44257,565,22,NA,NA,NA,NA
255,1578139,0.035919,regulation of protein import into nucleus, translocation,14261,33158,20,1.44467052637154,14,4,ellipse,0.0071197,false,33158,565,4,NA,NA,NA,NA
438,1578462,0.035919,lung development,14261,30324,102,1.44467052637154,14,6.32455532033676,ellipse,0.0071398,false,30324,565,10,NA,NA,NA,NA
470,1578525,0.035919,positive regulation of myeloid leukocyte differentiation,14261,2763,20,1.44467052637154,14,4,ellipse,0.0071197,false,2763,565,4,NA,NA,NA,NA
486,1578554,0.035919,carboxylic acid catabolic process,14261,46395,118,1.44467052637154,14,6.6332495807108,ellipse,0.0071315,false,46395,565,11,NA,NA,NA,NA
526,1578630,0.035919,organic acid catabolic process,14261,16054,118,1.44467052637154,14,6.6332495807108,ellipse,0.0071315,false,16054,565,11,NA,NA,NA,L2
574,1578731,0.035919,response to tumor necrosis factor,14261,34612,20,1.44467052637154,14,4,ellipse,0.0071197,false,34612,565,4,NA,NA,NA,L2
675,1578941,0.035919,organelle fusion,14261,48284,20,1.44467052637154,14,4,ellipse,0.0071197,false,48284,565,4,NA,NA,NA,L2
753,1579120,0.035919,regulation of multicellular organismal metabolic process,14261,44246,20,1.44467052637154,14,4,ellipse,0.0071197,false,44246,565,4,NA,NA,NA,L2
899,1579555,0.035919,myeloid cell activation involved in immune response,14261,2275,20,1.44467052637154,14,4,ellipse,0.0071197,false,2275,565,4,NA,NA,NA,NA
1051,1580250,0.035919,response to zinc ion,14261,10043,20,1.44467052637154,14,4,ellipse,0.0071197,false,10043,565,4,NA,NA,NA,NA
1097,1580630,0.035919,regulation of smooth muscle cell migration,14261,14910,20,1.44467052637154,14,4,ellipse,0.0071197,false,14910,565,4,NA,NA,NA,NA
363,1578321,0.036951,cellular response to endogenous stimulus,14261,71495,169,1.43237817421026,14,7.48331477354788,ellipse,0.0073546,false,71495,565,14,NA,NA,NA,L2
370,1578332,0.036966,regulation of smooth muscle cell proliferation,14261,48660,44,1.43220292217102,14,4.89897948556636,ellipse,0.0073872,false,48660,565,6,NA,NA,L1,L2
588,1578757,0.036966,positive regulation of epithelial cell proliferation,14261,50679,44,1.43220292217102,14,4.89897948556636,ellipse,0.0073872,false,50679,565,6,NA,NA,NA,L2
629,1578849,0.036966,regulation of exocytosis,14261,17157,44,1.43220292217102,14,4.89897948556636,ellipse,0.0073872,false,17157,565,6,NA,NA,NA,NA
830,1579351,0.037125,placenta development,14261,1890,87,1.4303311596125,14,6,ellipse,0.007429,false,1890,565,9,NA,NA,NA,NA
462,1578510,0.037162,female gonad development,14261,8585,72,1.4299049705478,14,5.65685424949238,ellipse,0.0074462,false,8585,565,8,NA,NA,NA,NA
293,1578201,0.037319,positive regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process,14261,45935,656,1.42806508125638,14,12.4899959967968,ellipse,0.0074878,false,45935,565,39,NA,NA,NA,L2
925,1579646,0.037943,neurogenesis,14261,22008,636,1.42086469469387,14,12.328828005938,ellipse,0.0076231,false,22008,565,38,NA,NA,NA,NA
284,1578186,0.037958,negative regulation of cell growth,14261,30308,103,1.42069774328295,14,6.32455532033676,ellipse,0.0076361,false,30308,565,10,NA,NA,L1,L2
451,1578487,0.038212,negative regulation of phosphate metabolic process,14261,45936,58,1.41780264613126,14,5.29150262212918,ellipse,0.0077076,false,45936,565,7,NA,NA,L1,L2
1070,1580391,0.038212,negative regulation of phosphorus metabolic process,14261,10563,58,1.41780264613126,14,5.29150262212918,ellipse,0.0077076,false,10563,565,7,NA,NA,L1,L2
617,1578824,0.038982,regulation of hydrolase activity,14261,51336,375,1.40913117108181,14,10,ellipse,0.0078735,false,51336,565,25,NA,NA,NA,NA
132,1577940,0.039,amide biosynthetic process,14261,43604,11,1.40893545336525,14,3.46410161513775,ellipse,0.0080435,false,43604,565,3,NA,NA,NA,NA
152,1577973,0.039,protein targeting to mitochondrion,14261,6626,32,1.40893545336525,14,4.47213595499958,ellipse,0.0079581,false,6626,565,5,NA,NA,NA,NA
352,1578302,0.039,regulation of macrophage activation,14261,43030,11,1.40893545336525,14,3.46410161513775,ellipse,0.0080435,false,43030,565,3,NA,NA,NA,NA
374,1578339,0.039,urea metabolic process,14261,19627,11,1.40893545336525,14,3.46410161513775,ellipse,0.0080435,false,19627,565,3,NA,NA,NA,L2
391,1578369,0.039,regulation of meiotic cell cycle,14261,51445,11,1.40893545336525,14,3.46410161513775,ellipse,0.0080435,false,51445,565,3,NA,NA,NA,NA
396,1578377,0.039,positive regulation of cell morphogenesis involved in differentiation,14261,10770,11,1.40893545336525,14,3.46410161513775,ellipse,0.0080435,false,10770,565,3,NA,NA,NA,L2
577,1578736,0.039,serine family amino acid biosynthetic process,14261,9070,11,1.40893545336525,14,3.46410161513775,ellipse,0.0080435,false,9070,565,3,NA,NA,NA,NA
695,1578986,0.039,protein localization in mitochondrion,14261,70585,32,1.40893545336525,14,4.47213595499958,ellipse,0.0079581,false,70585,565,5,NA,NA,NA,NA
716,1579030,0.039,oxaloacetate metabolic process,14261,6107,11,1.40893545336525,14,3.46410161513775,ellipse,0.0080435,false,6107,565,3,NA,NA,NA,NA
742,1579096,0.039,regulation of cell-substrate junction assembly,14261,90109,11,1.40893545336525,14,3.46410161513775,ellipse,0.0080435,false,90109,565,3,NA,NA,NA,L2
743,1579097,0.039,regulation of focal adhesion assembly,14261,51893,11,1.40893545336525,14,3.46410161513775,ellipse,0.0080435,false,51893,565,3,NA,NA,NA,NA
863,1579451,0.039,defense response to Gram-negative bacterium,14261,50829,11,1.40893545336525,14,3.46410161513775,ellipse,0.0080435,false,50829,565,3,NA,NA,NA,NA
913,1579595,0.039,positive regulation of T cell mediated immunity,14261,2711,11,1.40893545336525,14,3.46410161513775,ellipse,0.0080435,false,2711,565,3,NA,NA,NA,NA
960,1579763,0.039,positive regulation of epithelial to mesenchymal transition,14261,10718,11,1.40893545336525,14,3.46410161513775,ellipse,0.0080435,false,10718,565,3,NA,NA,NA,NA
1038,1580194,0.039,actin filament polymerization,14261,30041,11,1.40893545336525,14,3.46410161513775,ellipse,0.0080435,false,30041,565,3,NA,NA,NA,NA
1082,1580482,0.039,negative regulation of monooxygenase activity,14261,32769,11,1.40893545336525,14,3.46410161513775,ellipse,0.0080435,false,32769,565,3,NA,NA,NA,NA
191,1578034,0.039132,ovulation cycle process,14261,22602,73,1.40746621937211,14,5.65685424949238,ellipse,0.0080812,false,22602,565,8,NA,NA,NA,NA
864,1579453,0.039876,nucleotide catabolic process,14261,9166,45,1.39928712756306,14,4.89897948556636,ellipse,0.0082455,false,9166,565,6,NA,NA,NA,NA
29,1577782,0.040751,2'-deoxyribonucleotide metabolic process,14261,9394,21,1.38986307327783,14,4,ellipse,0.0085242,false,9394,565,4,NA,NA,NA,NA
87,1577872,0.040751,prostanoid metabolic process,14261,6692,21,1.38986307327783,14,4,ellipse,0.0085242,false,6692,565,4,NA,NA,NA,NA
88,1577873,0.040751,prostaglandin metabolic process,14261,6693,21,1.38986307327783,14,4,ellipse,0.0085242,false,6693,565,4,NA,NA,NA,NA
563,1578706,0.040751,glucosamine metabolic process,14261,6041,21,1.38986307327783,14,4,ellipse,0.0085242,false,6041,565,4,NA,NA,NA,NA
564,1578707,0.040751,N-acetylglucosamine metabolic process,14261,6044,21,1.38986307327783,14,4,ellipse,0.0085242,false,6044,565,4,NA,NA,NA,NA
620,1578830,0.040751,regulation of B cell mediated immunity,14261,2712,21,1.38986307327783,14,4,ellipse,0.0085242,false,2712,565,4,NA,NA,NA,NA
707,1579011,0.040751,regulation of immunoglobulin mediated immune response,14261,2889,21,1.38986307327783,14,4,ellipse,0.0085242,false,2889,565,4,NA,NA,NA,NA
759,1579132,0.040751,negative regulation of caspase activity,14261,43154,21,1.38986307327783,14,4,ellipse,0.0085242,false,43154,565,4,NA,NA,NA,L2
823,1579322,0.040751,positive regulation of mitotic cell cycle,14261,45931,21,1.38986307327783,14,4,ellipse,0.0085242,false,45931,565,4,NA,NA,NA,L2
121,1577924,0.040886,regulation of protein ubiquitination,14261,31396,121,1.38842900992253,14,6.6332495807108,ellipse,0.0085633,false,31396,565,11,NA,NA,NA,L2
90,1577877,0.041247,regulation of peptidyl-threonine phosphorylation,14261,10799,4,1.38460685732283,14,2.82842712474619,ellipse,0.0089141,false,10799,565,2,NA,NA,L1,L2
105,1577899,0.041247,positive regulation of phosphoinositide 3-kinase activity,14261,43552,4,1.38460685732283,14,2.82842712474619,ellipse,0.0089141,false,43552,565,2,NA,NA,NA,NA
137,1577948,0.041247,phosphorylated carbohydrate dephosphorylation,14261,46838,4,1.38460685732283,14,2.82842712474619,ellipse,0.0089141,false,46838,565,2,NA,NA,NA,L2
187,1578028,0.041247,negative regulation of defense response to virus,14261,50687,4,1.38460685732283,14,2.82842712474619,ellipse,0.0089141,false,50687,565,2,NA,NA,NA,L2
387,1578363,0.041247,regulation of plasminogen activation,14261,10755,4,1.38460685732283,14,2.82842712474619,ellipse,0.0089141,false,10755,565,2,NA,NA,NA,NA
399,1578383,0.041247,platelet aggregation,14261,70527,4,1.38460685732283,14,2.82842712474619,ellipse,0.0089141,false,70527,565,2,NA,NA,NA,NA
485,1578552,0.041247,respiratory tube development,14261,30323,105,1.38460685732283,14,6.32455532033676,ellipse,0.0087083,false,30323,565,10,NA,NA,NA,NA
572,1578725,0.041247,D-ribose metabolic process,14261,6014,4,1.38460685732283,14,2.82842712474619,ellipse,0.0089141,false,6014,565,2,NA,NA,NA,L2
581,1578744,0.041247,neutrophil degranulation,14261,43312,4,1.38460685732283,14,2.82842712474619,ellipse,0.0089141,false,43312,565,2,NA,NA,NA,NA
603,1578788,0.041247,glycine biosynthetic process,14261,6545,4,1.38460685732283,14,2.82842712474619,ellipse,0.0089141,false,6545,565,2,NA,NA,NA,NA
624,1578840,0.041247,cellular ketone body metabolic process,14261,46950,4,1.38460685732283,14,2.82842712474619,ellipse,0.0089141,false,46950,565,2,NA,NA,L1,L2
641,1578873,0.041247,positive regulation of interferon-alpha production,14261,32727,4,1.38460685732283,14,2.82842712474619,ellipse,0.0089141,false,32727,565,2,NA,NA,NA,NA
643,1578879,0.041247,neutrophil activation involved in immune response,14261,2283,4,1.38460685732283,14,2.82842712474619,ellipse,0.0089141,false,2283,565,2,NA,NA,NA,NA
679,1578948,0.041247,inositol phosphate dephosphorylation,14261,46855,4,1.38460685732283,14,2.82842712474619,ellipse,0.0089141,false,46855,565,2,NA,NA,NA,NA
831,1579356,0.041247,regulation of homotypic cell-cell adhesion,14261,34110,4,1.38460685732283,14,2.82842712474619,ellipse,0.0089141,false,34110,565,2,NA,NA,NA,NA
844,1579389,0.041247,response to cobalt ion,14261,32025,4,1.38460685732283,14,2.82842712474619,ellipse,0.0089141,false,32025,565,2,NA,NA,NA,NA
883,1579512,0.041247,positive regulation of vesicle fusion,14261,31340,4,1.38460685732283,14,2.82842712474619,ellipse,0.0089141,false,31340,565,2,NA,NA,NA,L2
891,1579532,0.041247,regulation of phosphoinositide 3-kinase activity,14261,43551,4,1.38460685732283,14,2.82842712474619,ellipse,0.0089141,false,43551,565,2,NA,NA,NA,NA
959,1579760,0.041247,positive regulation of cellular amine metabolic process,14261,33240,4,1.38460685732283,14,2.82842712474619,ellipse,0.0089141,false,33240,565,2,NA,NA,NA,L2
986,1579856,0.041247,regulation of mast cell chemotaxis,14261,60753,4,1.38460685732283,14,2.82842712474619,ellipse,0.0089141,false,60753,565,2,NA,NA,NA,NA
987,1579857,0.041247,positive regulation of mast cell chemotaxis,14261,60754,4,1.38460685732283,14,2.82842712474619,ellipse,0.0089141,false,60754,565,2,NA,NA,NA,NA
1078,1580463,0.041247,antigen processing and presentation via MHC class Ib,14261,2475,4,1.38460685732283,14,2.82842712474619,ellipse,0.0089141,false,2475,565,2,NA,NA,NA,L2
1085,1580500,0.041247,leukemia inhibitory factor signaling pathway,14261,48861,4,1.38460685732283,14,2.82842712474619,ellipse,0.0089141,false,48861,565,2,NA,NA,NA,NA
1090,1580546,0.041247,protein geranylgeranylation,14261,18344,4,1.38460685732283,14,2.82842712474619,ellipse,0.0089141,false,18344,565,2,NA,NA,NA,NA
1091,1580547,0.041247,protein amino acid geranylgeranylation,14261,18348,4,1.38460685732283,14,2.82842712474619,ellipse,0.0089141,false,18348,565,2,NA,NA,NA,NA
287,1578191,0.041913,positive regulation of DNA replication,14261,45740,33,1.37764975160506,14,4.47213595499958,ellipse,0.0090804,false,45740,565,5,NA,NA,NA,NA
1046,1580227,0.041913,positive regulation of ERK1 and ERK2 cascade,14261,70374,33,1.37764975160506,14,4.47213595499958,ellipse,0.0090804,false,70374,565,5,NA,NA,NA,NA
433,1578452,0.042289,positive regulation of cytoskeleton organization,14261,51495,46,1.37377722006277,14,4.89897948556636,ellipse,0.009173,false,51495,565,6,NA,NA,NA,L2
595,1578771,0.042756,regulation of neuron projection development,14261,10975,106,1.36900151452576,14,6.32455532033676,ellipse,0.0092859,false,10975,565,10,NA,NA,NA,NA
788,1579208,0.043559,cellular response to insulin stimulus,14261,32869,75,1.36091991418856,14,5.65685424949238,ellipse,0.0094719,false,32869,565,8,NA,NA,NA,NA
501,1578580,0.046269,positive regulation of cell killing,14261,31343,22,1.33471123839193,14,4,ellipse,0.010098,false,31343,565,4,NA,NA,L1,L2
657,1578905,0.046269,posttranscriptional gene silencing by RNA,14261,35194,22,1.33471123839193,14,4,ellipse,0.010098,false,35194,565,4,NA,NA,NA,NA
979,1579834,0.046269,posttranscriptional gene silencing,14261,16441,22,1.33471123839193,14,4,ellipse,0.010098,false,16441,565,4,NA,NA,NA,L2
902,1579564,0.046818,response to ethanol,14261,45471,76,1.32958296554485,14,5.65685424949238,ellipse,0.010231,false,45471,565,8,NA,NA,L1,L2
18,1577765,0.047077,neutrophil mediated immunity,14261,2446,12,1.32718988732886,14,3.46410161513775,ellipse,0.010413,false,2446,565,3,NA,NA,NA,NA
30,1577783,0.047077,pyrimidine deoxyribonucleotide metabolic process,14261,9219,12,1.32718988732886,14,3.46410161513775,ellipse,0.010413,false,9219,565,3,NA,NA,NA,NA
204,1578056,0.047077,induction of positive chemotaxis,14261,50930,12,1.32718988732886,14,3.46410161513775,ellipse,0.010413,false,50930,565,3,NA,NA,NA,NA
493,1578566,0.047077,regulation of isotype switching,14261,45191,12,1.32718988732886,14,3.46410161513775,ellipse,0.010413,false,45191,565,3,NA,NA,NA,L2
495,1578570,0.047077,nucleobase biosynthetic process,14261,46112,12,1.32718988732886,14,3.46410161513775,ellipse,0.010413,false,46112,565,3,NA,NA,NA,NA
530,1578636,0.047077,positive regulation of collagen metabolic process,14261,10714,12,1.32718988732886,14,3.46410161513775,ellipse,0.010413,false,10714,565,3,NA,NA,NA,NA
649,1578890,0.047077,regulation of exit from mitosis,14261,7096,12,1.32718988732886,14,3.46410161513775,ellipse,0.010413,false,7096,565,3,NA,NA,NA,NA
676,1578942,0.047077,vesicle fusion,14261,6906,12,1.32718988732886,14,3.46410161513775,ellipse,0.010413,false,6906,565,3,NA,NA,NA,L2
709,1579014,0.047077,negative regulation of cyclin-dependent protein kinase activity,14261,45736,12,1.32718988732886,14,3.46410161513775,ellipse,0.010413,false,45736,565,3,NA,NA,NA,L2
790,1579212,0.047077,positive regulation of collagen biosynthetic process,14261,32967,12,1.32718988732886,14,3.46410161513775,ellipse,0.010413,false,32967,565,3,NA,NA,NA,NA
719,1579037,0.047543,cell cycle arrest,14261,7050,108,1.32291375520761,14,6.32455532033676,ellipse,0.010528,false,7050,565,10,NA,NA,NA,L2
854,1579423,0.047743,regulation of cell morphogenesis involved in differentiation,14261,10769,92,1.32109172266494,14,6,ellipse,0.010585,false,10769,565,9,NA,NA,NA,NA
606,1578794,0.048685,sulfur metabolic process,14261,6790,125,1.31260151150773,14,6.6332495807108,ellipse,0.010807,false,6790,565,11,NA,NA,L1,L2
741,1579094,0.049505,negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,14261,51436,62,1.30535232329034,14,5.29150262212918,ellipse,0.011016,false,51436,565,7,NA,NA,NA,NA
1106,1580735,0.049505,response to glucose stimulus,14261,9749,62,1.30535232329034,14,5.29150262212918,ellipse,0.011016,false,9749,565,7,NA,NA,NA,NA
954,1579748,0.049525,response to organic nitrogen,14261,10243,77,1.30517578679742,14,5.65685424949238,ellipse,0.011033,false,10243,565,8,NA,NA,L1,L2
1037,1580189,0.052868,nervous system development,14261,7399,1152,1.27680339740331,14,15.6204993518133,ellipse,0.011841,false,7399,565,61,NA,NA,NA,NA
431,1578446,0.052953,development of primary female sexual characteristics,14261,46545,78,1.27611100708009,14,5.65685424949238,ellipse,0.011882,false,46545,565,8,NA,NA,NA,NA
