"","ID","EQUATION","GENE.ASSOCIATION","SUBSYSTEM"
"151","MAR08506","H2O[m] + lactaldehyde[m] + NAD+[m] => 2 H+[m] + L-lactate[m] + NADH[m]","ENSG00000072210 or ENSG00000111275 or ENSG00000137124 or ENSG00000143149 or ENSG00000164904","Pyruvate metabolism"
"152","MAR08507","NAD+[c] + propane-1,2-diol[c] => D-lactaldehyde[c] + H+[c] + NADH[c]","ENSG00000147576 or ENSG00000172955 or ENSG00000180011 or ENSG00000187758 or ENSG00000196344 or ENSG00000196616 or ENSG00000197894 or ENSG00000198099 or ENSG00000248144","Pyruvate metabolism"
"153","MAR08508","NAD+[c] + propane-1,2-diol[c] => H+[c] + lactaldehyde[c] + NADH[c]","ENSG00000147576 or ENSG00000172955 or ENSG00000180011 or ENSG00000187758 or ENSG00000196344 or ENSG00000196616 or ENSG00000197894 or ENSG00000198099 or ENSG00000248144","Pyruvate metabolism"
"154","MAR08509","D-lactaldehyde[c] + H+[c] + NADPH[c] => NADP+[c] + propane-1,2-diol[c]","ENSG00000053371 or ENSG00000085662 or ENSG00000117448","Pyruvate metabolism"
"155","MAR08511","(R)-S-lactoylglutathione[m] + H2O[m] => D-lactate[m] + GSH[m] + H+[m]","ENSG00000063854 or ENSG00000103253","Pyruvate metabolism"
"156","MAR08512","D-lactate[c] + NAD+[c] <=> H+[c] + NADH[c] + pyruvate[c]","ENSG00000166816","Pyruvate metabolism"
"157","MAR08514","2 ferricytochrome C[m] + L-lactate[c] => 2 ferrocytochrome C[m] + 2 H+[c] + pyruvate[c]","ENSG00000166816 or ENSG00000182224","Pyruvate metabolism"
"158","MAR08516","DHAP[c] => methylglyoxal[c] + Pi[c]","ENSG00000148090","Pyruvate metabolism"
"159","MAR08517","GAP[c] => methylglyoxal[c] + Pi[c]",NA,"Pyruvate metabolism"
"160","MAR04280","H+[m] + NADH[m] + pyruvate[m] <=> L-lactate[m] + NAD+[m]","ENSG00000111716 or ENSG00000134333 or ENSG00000151116 or ENSG00000166796 or ENSG00000166800 or ENSG00000171989","Pyruvate metabolism"
"161","MAR00153","ATP[c] + CoA[c] + propanoate[c] => AMP[c] + PPi[c] + propanoyl-CoA[c]","ENSG00000111058 or ENSG00000131069 or ENSG00000154930","Propanoate metabolism"
"162","MAR03212","FAD[m] + propanoyl-CoA[m] => acrylyl-CoA[m] + FADH2[m]","ENSG00000111271 or ENSG00000117054 or ENSG00000122971 or ENSG00000151498 or ENSG00000177646 or ENSG00000196177 or ENSG00000240303","Propanoate metabolism"
"163","MAR03797","AMP[m] + PPi[m] + propanoyl-CoA[m] <=> ATP[m] + CoA[m] + propanoate[m]","ENSG00000111058 or ENSG00000131069 or ENSG00000154930","Propanoate metabolism"
"164","MAR03800","2-oxobutyrate[m] + CoA[m] + NAD+[m] => CO2[m] + NADH[m] + propanoyl-CoA[m]","ENSG00000083123 and ENSG00000091140 and ENSG00000137992 and ENSG00000248098","Propanoate metabolism"
"165","MAR04105","H+[c] + malonyl-CoA[c] => acetyl-CoA[c] + CO2[c]","ENSG00000103150","Propanoate metabolism"
"166","MAR04106","H+[m] + malonyl-CoA[m] => acetyl-CoA[m] + CO2[m]","ENSG00000103150","Propanoate metabolism"
"167","MAR04107","H+[x] + malonyl-CoA[x] => acetyl-CoA[x] + CO2[x]","ENSG00000103150","Propanoate metabolism"
"168","MAR04282","3-oxopropanoate[m] + CoA[m] + NAD+[m] => acetyl-CoA[m] + CO2[m] + NADH[m]","ENSG00000119711","Propanoate metabolism"
"169","MAR04331","AMP[c] + H+[c] + propanoyl-CoA[c] <=> CoA[c] + propinol adenylate[c]","ENSG00000111058 or ENSG00000131069 or ENSG00000154930","Propanoate metabolism"
"170","MAR04459","ATP[c] + H+[c] + propanoate[c] => PPi[c] + propinol adenylate[c]","ENSG00000111058 or ENSG00000131069 or ENSG00000154930","Propanoate metabolism"
"171","MAR04460","ATP[m] + H+[m] + propanoate[m] <=> PPi[m] + propinol adenylate[m]","ENSG00000111058 or ENSG00000131069 or ENSG00000154930","Propanoate metabolism"
"172","MAR04464","acetoacetate[m] + H+[m] => acetone[m] + CO2[m]",NA,"Propanoate metabolism"
"173","MAR04497","hydracrylate[m] + NAD+[m] => 3-oxopropanoate[m] + H+[m] + NADH[m]","ENSG00000116133","Propanoate metabolism"
"174","MAR04741","3-hydroxypropionyl-CoA[m] + H2O[m] => CoA[m] + H+[m] + hydracrylate[m]","ENSG00000198130","Propanoate metabolism"
"175","MAR08078","H2O[c] + OAA[c] + propanoyl-CoA[c] => 2-methylcitrate[c] + CoA[c] + H+[c]",NA,"Propanoate metabolism"
"176","MAR09803","2 H+[m] + malonyl-CoA[m] + NADPH[m] <=> H2O[m] + NADP+[m] + 3-oxopropionyl-CoA[m]",NA,"Propanoate metabolism"
"177","MAR09804","3-hydroxypropionyl-CoA[m] + NADP+[m] <=> H+[m] + NADPH[m] + 3-oxopropionyl-CoA[m]","ENSG00000087076 or ENSG00000099377 or ENSG00000100867 or ENSG00000109854 or ENSG00000121039 or ENSG00000138400 or ENSG00000139988 or ENSG00000145439 or ENSG00000159692 or ENSG00000160439 or ENSG00000164039 or ENSG00000167733 or ENSG00000170426 or ENSG00000170786 or ENSG00000176387 or ENSG00000183921 or ENSG00000184860 or ENSG00000186153 or ENSG00000187134 or ENSG00000197894 or ENSG00000198074 or ENSG00000198189 or ENSG00000198610 or ENSG00000204228 or ENSG00000227471 or ENSG00000240857","Propanoate metabolism"
"178","MAR00718","AKG[c] + FADH2[c] => 2-hydroxyglutarate[c] + FAD[c]","ENSG00000087299","Butanoate metabolism"
"179","MAR00719","AKG[c] + H+[c] + NADH[c] => 2-hydroxyglutarate[c] + NAD+[c]","ENSG00000092621","Butanoate metabolism"
"180","MAR01434","acetoacetyl-CoA[c] + CoA[c] <=> 2 acetyl-CoA[c]","ENSG00000120437","Butanoate metabolism"
"181","MAR01436","acetoacetate[c] + ATP[c] + CoA[c] => acetoacetyl-CoA[c] + AMP[c] + PPi[c]","ENSG00000081760","Butanoate metabolism"
"182","MAR03163","butyryl-CoA[m] + FAD[m] => crotonyl-CoA[m] + FADH2[m]","ENSG00000111271 or ENSG00000117054 or ENSG00000122971 or ENSG00000151498 or ENSG00000177646 or ENSG00000196177 or ENSG00000240303","Butanoate metabolism"
"183","MAR04461","(R)-3-hydroxybutanoate[m] + NAD+[m] <=> acetoacetate[m] + H+[m] + NADH[m]","ENSG00000161267 or ENSG00000164039","Butanoate metabolism"
"184","MAR04604","acetoacetyl-CoA[x] + acetyl-CoA[x] + H2O[x] => CoA[x] + H+[x] + HMG-CoA[x]","ENSG00000112972","Butanoate metabolism"
"185","MAR05351","2-hydroxybutyrate[c] + NAD+[c] <=> 2-oxobutyrate[c] + H+[c] + NADH[c]","ENSG00000111716 or ENSG00000151116 or ENSG00000166796 or ENSG00000166800 or ENSG00000171989","Butanoate metabolism"
"186","MAR07709","(R)-3-hydroxybutanoyl-CoA[m] <=> crotonyl-CoA[m] + H2O[m]","ENSG00000121310","Butanoate metabolism"
"187","MAR04052","ATP[c] + ribose-5-phosphate[c] => AMP[c] + H+[c] + PRPP[c]","ENSG00000101911 or ENSG00000147224 or ENSG00000229937","Pentose phosphate pathway"
"188","MAR04304","glucose-6-phosphate[r] + NADP+[r] => glucono-1,5-lactone-6-phosphate[r] + H+[r] + NADPH[r]","ENSG00000160211","Pentose phosphate pathway"
"189","MAR04306","glucono-1,5-lactone-6-phosphate[c] + H+[c] + NADPH[c] <=> glucose-6-phosphate[c] + NADP+[c]","ENSG00000160211","Pentose phosphate pathway"
"190","MAR04350","ADP[c] + H+[c] + ribose-5-phosphate[c] <=> ATP[c] + ribose[c]","ENSG00000158019 or ENSG00000171174","Pentose phosphate pathway"
"191","MAR04351","ribose-5-phosphate[r] <=> ribulose-5-phosphate[r]","ENSG00000153574","Pentose phosphate pathway"
"192","MAR04352","ribose-5-phosphate[c] <=> ribulose-5-phosphate[c]","ENSG00000153574","Pentose phosphate pathway"
"193","MAR04354","ribose-1-phosphate[c] <=> ribose-5-phosphate[c]","ENSG00000079739 or ENSG00000169299","Pentose phosphate pathway"
"194","MAR04398","2-deoxy-D-ribose-5-phosphate[c] <=> acetaldehyde[c] + GAP[c]","ENSG00000023697","Pentose phosphate pathway"
"195","MAR04404","D-xylulose-5-phosphate[c] + erythrose-4-phosphate[c] <=> fructose-6-phosphate[c] + GAP[c]","ENSG00000007350 or ENSG00000151005 or ENSG00000163931","Pentose phosphate pathway"
"196","MAR04473","6-phospho-D-gluconate[r] + NADP+[r] => CO2[r] + NADPH[r] + ribulose-5-phosphate[r]","ENSG00000142657","Pentose phosphate pathway"
"197","MAR04474","6-phospho-D-gluconate[c] + NADP+[c] => CO2[c] + NADPH[c] + ribulose-5-phosphate[c]","ENSG00000142657","Pentose phosphate pathway"
"198","MAR04476","6-phospho-D-gluconate[c] + ADP[c] + H+[c] <=> ATP[c] + D-gluconic acid[c]","ENSG00000130066 or ENSG00000141504","Pentose phosphate pathway"
"199","MAR04477","D-xylulose-5-phosphate[c] <=> ribulose-5-phosphate[c]","ENSG00000197713 or ENSG00000235376","Pentose phosphate pathway"
"200","MAR04501","D-xylulose-5-phosphate[c] + ribose-5-phosphate[c] <=> GAP[c] + sedoheptulose-7-phosphate[c]","ENSG00000007350 or ENSG00000151005 or ENSG00000163931","Pentose phosphate pathway"
"201","MAR04565","GAP[c] + sedoheptulose-7-phosphate[c] <=> erythrose-4-phosphate[c] + fructose-6-phosphate[c]","ENSG00000177156","Pentose phosphate pathway"
"202","MAR04567","ADP[c] + H+[c] + sedoheptulose-1,7-bisphosphate[c] <=> ATP[c] + sedoheptulose-7-phosphate[c]","ENSG00000067057 or ENSG00000141959 or ENSG00000152556","Pentose phosphate pathway"
"203","MAR04568","H+[c] + sedoheptulose-1,7-bisphosphate[c] + UDP[c] <=> sedoheptulose-7-phosphate[c] + UTP[c]","ENSG00000067057 or ENSG00000141959 or ENSG00000152556","Pentose phosphate pathway"
"204","MAR09799","ATP[c] + sedoheptulose[c] <=> ADP[c] + H+[c] + sedoheptulose-7-phosphate[c]","ENSG00000197417","Pentose phosphate pathway"
"205","MAR09800","ATP[c] + sedoheptulose[c] <=> ADP[c] + H+[c] + sedoheptulose-1-phosphate[c]","ENSG00000138030","Pentose phosphate pathway"
"206","MAR04623","glucono-1,5-lactone-6-phosphate[r] + H2O[r] => 6-phospho-D-gluconate[r] + H+[r]","ENSG00000049239 or ENSG00000130313","Pentose phosphate pathway"
"207","MAR04625","glucono-1,5-lactone-6-phosphate[c] + H2O[c] => 6-phospho-D-gluconate[c] + H+[c]","ENSG00000049239 or ENSG00000130313","Pentose phosphate pathway"
"208","MAR04710","2-deoxy-D-ribose-1-phosphate[c] <=> 2-deoxy-D-ribose-5-phosphate[c]","ENSG00000169299 or ENSG00000180953","Pentose phosphate pathway"
"209","MAR04841","H+[c] + NADH[c] + ribose[c] <=> NAD+[c] + ribitol[c]","ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254","Pentose phosphate pathway"
"210","MAR08074","ATP[c] + deoxyribose[c] => 2-deoxy-D-ribose-5-phosphate[c] + ADP[c] + H+[c]","ENSG00000158019 or ENSG00000171174","Pentose phosphate pathway"
"211","MAR08653","glucono-1,5-lactone-6-phosphate[r] + H+[r] + NADH[r] <=> glucose-6-phosphate[r] + NAD+[r]","ENSG00000049239 or ENSG00000130313","Pentose phosphate pathway"
"212","MAR03998","ADP[c] + H2O[c] => AMP[c] + H+[c] + Pi[c]","ENSG00000054179 or ENSG00000138185 or ENSG00000168032 or ENSG00000171302 or ENSG00000187097 or ENSG00000188833 or ENSG00000197217 or ENSG00000197586","Purine metabolism"
"213","MAR04000","ATP[c] => cAMP[c] + PPi[c]","(ENSG00000061918 and ENSG00000164116) or ENSG00000070019 or ENSG00000078295 or ENSG00000101890 or ENSG00000121281 or ENSG00000129467 or ENSG00000132518 or ENSG00000138031 or ENSG00000143199 or ENSG00000152402 or ENSG00000155897 or ENSG00000159899 or ENSG00000162104 or ENSG00000164742 or ENSG00000169418 or ENSG00000173175 or ENSG00000174233","Purine metabolism"
"214","MAR04002","2 ADP[c] <=> AMP[c] + ATP[c]","ENSG00000004455 or ENSG00000085231 or ENSG00000106992 or ENSG00000140057 or ENSG00000147853 or ENSG00000154027 or ENSG00000155085 or ENSG00000162433 or ENSG00000165695 or ENSG00000273841","Purine metabolism"
"215","MAR04004","2 ADP[m] <=> AMP[m] + ATP[m]","ENSG00000004455 or ENSG00000085231 or ENSG00000106992 or ENSG00000140057 or ENSG00000147853 or ENSG00000154027 or ENSG00000155085 or ENSG00000162433 or ENSG00000165695 or ENSG00000273841","Purine metabolism"
"216","MAR04010","AMP[c] + H2O[c] => adenosine[c] + Pi[c]","ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741","Purine metabolism"
"217","MAR04081","AMP[e] + H2O[e] => adenosine[e] + Pi[e]","ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741","Purine metabolism"
"218","MAR04082","AMP[m] + H2O[m] => adenosine[m] + Pi[m]","ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741","Purine metabolism"
"219","MAR04012","adenosine[c] + ATP[c] => ADP[c] + AMP[c] + H+[c]","ENSG00000156110 or ENSG00000156136","Purine metabolism"
"220","MAR04014","cAMP[c] + H2O[c] => AMP[c] + H+[c]","ENSG00000065989 or ENSG00000073417 or ENSG00000095464 or ENSG00000105650 or ENSG00000112541 or ENSG00000113231 or ENSG00000113448 or ENSG00000115252 or ENSG00000123360 or ENSG00000128655 or ENSG00000132915 or ENSG00000133256 or ENSG00000137496 or ENSG00000138735 or ENSG00000139053 or ENSG00000152270 or ENSG00000154678 or ENSG00000156973 or ENSG00000160191 or ENSG00000171408 or ENSG00000172572 or ENSG00000184588 or ENSG00000185527 or ENSG00000186642 or ENSG00000205268","Purine metabolism"
"221","MAR04020","ADP[c] + GDP[c] <=> ATP[c] + GMP[c]","ENSG00000143774","Purine metabolism"
"222","MAR04022","GTP[c] => cGMP[c] + PPi[c]","(ENSG00000061918 and ENSG00000164116) or ENSG00000070019 or ENSG00000078295 or ENSG00000101890 or ENSG00000121281 or ENSG00000129467 or ENSG00000132518 or ENSG00000138031 or ENSG00000143199 or ENSG00000152402 or ENSG00000155897 or ENSG00000159899 or ENSG00000162104 or ENSG00000164742 or ENSG00000169418 or ENSG00000173175 or ENSG00000174233","Purine metabolism"
"223","MAR04038","FAICAR[c] <=> H2O[c] + IMP[c]","ENSG00000138363","Purine metabolism"
"224","MAR04040","H2O[c] + IMP[c] + NAD+[c] => H+[c] + NADH[c] + xanthosine-5-phosphate[c]","ENSG00000106348 or ENSG00000178035","Purine metabolism"
"225","MAR04042","aspartate[c] + GTP[c] + IMP[c] => adenylosuccinate[c] + GDP[c] + 2 H+[c] + Pi[c]","ENSG00000035687 or ENSG00000185100","Purine metabolism"
"226","MAR04046","ATP[c] + glutamine[c] + H2O[c] + xanthosine-5-phosphate[c] => AMP[c] + glutamate[c] + GMP[c] + 2 H+[c] + PPi[c]","ENSG00000163655","Purine metabolism"
"227","MAR04048","cGMP[c] + H2O[c] => GMP[c] + H+[c]","ENSG00000065989 or ENSG00000073417 or ENSG00000095464 or ENSG00000105650 or ENSG00000112541 or ENSG00000113231 or ENSG00000113448 or ENSG00000115252 or ENSG00000123360 or ENSG00000128655 or ENSG00000132915 or ENSG00000133256 or ENSG00000137496 or ENSG00000138735 or ENSG00000139053 or ENSG00000152270 or ENSG00000154678 or ENSG00000156973 or ENSG00000160191 or ENSG00000171408 or ENSG00000172572 or ENSG00000184588 or ENSG00000185527 or ENSG00000186642 or ENSG00000205268","Purine metabolism"
"228","MAR04080","AMP[c] + H2O[c] => IMP[c] + NH3[c]","ENSG00000116337 or ENSG00000116748 or ENSG00000133805","Purine metabolism"
"229","MAR04085","AMP[c] + PPi[c] <=> adenine[c] + PRPP[c]","ENSG00000198931","Purine metabolism"
"230","MAR04086","AMP[e] + PPi[e] <=> adenine[e] + PRPP[e]","ENSG00000198931","Purine metabolism"
"231","MAR04134","GDP[e] + H2O[e] => GMP[e] + H+[e] + Pi[e]","ENSG00000054179 or ENSG00000138185 or ENSG00000168032 or ENSG00000171302 or ENSG00000187097 or ENSG00000188833 or ENSG00000197217 or ENSG00000197586","Purine metabolism"
"232","MAR04135","ADP[m] + GDP[m] <=> ATP[m] + GMP[m]","ENSG00000143774","Purine metabolism"
"233","MAR04168","GTP[c] + H2O[c] => GMP[c] + H+[c] + PPi[c]","ENSG00000125877","Purine metabolism"
"234","MAR04171","GDP[c] + H+[c] + PEP[c] => GTP[c] + pyruvate[c]","ENSG00000067225 or ENSG00000143627","Purine metabolism"
"235","MAR04290","H2O[e] + ITP[e] => H+[e] + IDP[e] + Pi[e]","ENSG00000138185 or ENSG00000168032 or ENSG00000188833","Purine metabolism"
"236","MAR04406","glutamine[c] + H2O[c] + PRPP[c] => 5-phosphoribosylamine[c] + glutamate[c] + PPi[c]","ENSG00000128059","Purine metabolism"
"237","MAR04412","AMP[c] + fumarate[c] <=> adenylosuccinate[c]","ENSG00000100354 or ENSG00000239900","Purine metabolism"
"238","MAR04417","H2O[c] + IMP[c] => inosine[c] + Pi[c]","ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741","Purine metabolism"
"239","MAR04418","IMP[c] + PPi[c] <=> hypoxanthine[c] + PRPP[c]","ENSG00000165704","Purine metabolism"
"240","MAR04419","GMP[c] + H+[c] + NADPH[c] => IMP[c] + NADP+[c] + NH3[c]","ENSG00000100938 or ENSG00000137198","Purine metabolism"
"241","MAR04421","dADP[c] + H+[c] + PEP[c] => dATP[c] + pyruvate[c]","ENSG00000067225 or ENSG00000143627","Purine metabolism"
"242","MAR04449","GMP[c] + H2O[c] => guanosine[c] + Pi[c]","ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741","Purine metabolism"
"243","MAR04450","GMP[e] + H2O[e] => guanosine[e] + Pi[e]","ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741","Purine metabolism"
"244","MAR04451","ADP[m] + GMP[m] + H+[m] => ATP[m] + guanosine[m]",NA,"Purine metabolism"
"245","MAR04452","GMP[c] + PPi[c] <=> guanine[c] + PRPP[c]","ENSG00000165704","Purine metabolism"
"246","MAR04453","ATP[c] + NH3[c] + xanthosine-5-phosphate[c] => AMP[c] + GMP[c] + H+[c] + PPi[c]","ENSG00000163655","Purine metabolism"
"247","MAR04480","ADP[c] + dADP[c] <=> ATP[c] + dAMP[c]","ENSG00000004455 or ENSG00000072778 or ENSG00000085231 or ENSG00000087008 or ENSG00000106992 or ENSG00000117054 or ENSG00000140057 or ENSG00000147853 or ENSG00000151498 or ENSG00000154027 or ENSG00000155085 or ENSG00000162433 or ENSG00000165695 or ENSG00000177646","Purine metabolism"
"248","MAR04481","adenosine[c] + H2O[c] => inosine[c] + NH3[c]","ENSG00000093072 or ENSG00000196839","Purine metabolism"
"249","MAR04482","adenosine[e] + H2O[e] => inosine[e] + NH3[e]","ENSG00000093072 or ENSG00000196839","Purine metabolism"
"250","MAR04486","glucose[c] + ITP[c] => glucose-6-phosphate[c] + H+[c] + IDP[c]","ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883","Purine metabolism"
"251","MAR04487","dATP[c] + glucose[c] => dADP[c] + glucose-6-phosphate[c] + H+[c]","ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883","Purine metabolism"
"252","MAR04488","fructose[c] + ITP[c] => fructose-6-phosphate[c] + H+[c] + IDP[c]","ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883","Purine metabolism"
"253","MAR04489","dATP[c] + fructose[c] => dADP[c] + fructose-6-phosphate[c] + H+[c]","ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883","Purine metabolism"
"254","MAR04492","ITP[c] + mannose[c] => H+[c] + IDP[c] + mannose-6-phosphate[c]","ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883","Purine metabolism"
"255","MAR04493","dATP[c] + mannose[c] => dADP[c] + H+[c] + mannose-6-phosphate[c]","ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883","Purine metabolism"
"256","MAR04495","glucosamine[c] + ITP[c] => glucosamine-6-phosphate[c] + H+[c] + IDP[c]","ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883","Purine metabolism"
"257","MAR04496","dATP[c] + glucosamine[c] => dADP[c] + glucosamine-6-phosphate[c] + H+[c]","ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883","Purine metabolism"
"258","MAR04518","guanine[c] + H2O[c] => NH3[c] + xanthine[c]","ENSG00000119125","Purine metabolism"
"259","MAR04519","H2O[c] + hypoxanthine[c] + NAD+[c] => H+[c] + NADH[c] + xanthine[c]","ENSG00000158125","Purine metabolism"
"260","MAR04520","H2O[c] + hypoxanthine[c] + O2[c] => H2O2[c] + xanthine[c]","ENSG00000158125","Purine metabolism"
"261","MAR04573","dGDP[c] + H+[c] + PEP[c] => dGTP[c] + pyruvate[c]","ENSG00000067225 or ENSG00000143627","Purine metabolism"
"262","MAR04574","inosine[c] + Pi[c] <=> hypoxanthine[c] + ribose-1-phosphate[c]","ENSG00000198805","Purine metabolism"
"263","MAR04600","ATP[c] + deoxyguanosine[c] => ADP[c] + dGMP[c] + H+[c]","ENSG00000114956","Purine metabolism"
"264","MAR04602","dGMP[c] + H2O[c] => deoxyguanosine[c] + Pi[c]","ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741","Purine metabolism"
"265","MAR04603","2-deoxy-D-ribose-1-phosphate[c] + guanine[c] <=> deoxyguanosine[c] + Pi[c]","ENSG00000025708 or ENSG00000198805","Purine metabolism"
"266","MAR04611","ATP[c] + thioredoxin[c] => dATP[c] + H2O[c] + oxidized thioredoxin[c]","(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848)","Purine metabolism"
