Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,# Peptides (by Search Engine): Mascot,# Protein Pathway Groups,"Abundance: F17: 127N, Sample, B","Abundance: F17: 127C, Sample, A","Abundance: F17: 128C, Sample, B","Abundance: F17: 129C, Sample, A","Abundance: F17: 130N, Sample, B","Abundance: F17: 130C, Sample, A","Abundance: F17: 131N, Sample, B","Abundance: F17: 132N, Sample, A","Abundance: F17: 132C, Sample, A","Abundance: F17: 133N, Sample, B","Abundance: F17: 133C, Sample, A","Abundance: F17: 134N, Sample, B","Abundances (Normalized): F17: 127N, Sample, B","Abundances (Normalized): F17: 127C, Sample, A","Abundances (Normalized): F17: 128C, Sample, B","Abundances (Normalized): F17: 129C, Sample, A","Abundances (Normalized): F17: 130N, Sample, B","Abundances (Normalized): F17: 130C, Sample, A","Abundances (Normalized): F17: 131N, Sample, B","Abundances (Normalized): F17: 132N, Sample, A","Abundances (Normalized): F17: 132C, Sample, A","Abundances (Normalized): F17: 133N, Sample, B","Abundances (Normalized): F17: 133C, Sample, A","Abundances (Normalized): F17: 134N, Sample, B"
0,High,Master Protein,P09493,Tropomyosin alpha-1 chain OS=Homo sapiens OX=9606 GN=TPM1 PE=1 SV=2,0,0,282.238,49,24,141,6,284,32.7,4.74,1054,24,0,625496.213237147,699738.032501106,608237.091677045,484353.506050923,674006.805113344,289299.032050069,377437.288581247,668890.968419507,411299.649131885,561191.824038423,350806.776812694,424501.935727789,664652.115221245,699738.032501106,641376.322790764,619675.570360195,729160.258090792,445557.319046218,505321.45495396,736437.318365723,590641.276328944,700776.569124735,467558.750857665,544730.768890789
0,High,Master Protein,Q15149,Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=3,0,0,274.018,18,66,97,65,4684,531.5,5.96,1122,66,0,1570982.06311682,1661401.47575558,1091145.42732629,958754.474156859,1480406.57922735,1700019.58616509,1815426.71178882,1622603.96286171,1153690.32869305,1456267.68860775,1474171.79389422,1557807.4738711,1669325.13599304,1661401.47575558,1150595.46907752,1226617.99323504,1601547.09893055,2618246.46895703,2430533.7472398,1786458.73183631,1656741.33120673,1818483.86030634,1964790.78530117,1999014.82562325
0,High,Master Protein,O95810,Caveolae-associated protein 2 OS=Homo sapiens OX=9606 GN=CAVIN2 PE=1 SV=3,0,0,271.848,44,26,132,26,425,47.1,5.21,1339,26,0,5999933.55700969,6537260.46564815,5860544.26565574,5050244.03189692,5781272.08910874,3918331.69679543,4397716.50177239,5563599.68057803,4833351.54079833,5116165.1845503,3305831.16671035,3975118.49125486,6375527.85366182,6537260.46564815,6179850.5584309,6461216.47067188,6254349.09055366,6034729.37184193,5887760.87679079,6125426.44865795,6940868.85079786,6388704.41715327,4406044.56076032,5100964.61270743
0,High,Master Protein,P04275,von Willebrand factor OS=Homo sapiens OX=9606 GN=VWF PE=1 SV=4,0,0,262.894,18,39,96,39,2813,309.1,5.48,1338,39,0,1939187.38945868,2043424.09741651,1867703.39502356,1628498.51817289,1499597.04050198,1065303.72094568,1232397.60648767,1627024.97083392,1168200.76467279,1456844.79963531,1179655.86193126,1305156.53797019,2060580.02101032,2043424.09741651,1969463.47395742,2083479.80446625,1622307.90073511,1640703.2768515,1649961.38546092,1791326.18469371,1677578.84576638,1819204.51564837,1572257.03065878,1674807.2614379
0,High,Master Protein,P02679,Fibrinogen gamma chain OS=Homo sapiens OX=9606 GN=FGG PE=1 SV=3,0,0,256.994,48,24,113,24,453,51.5,5.62,1516,24,0,3923144.48402274,4027759.96437133,3739700.74538535,3065588.11373445,5006254.78535459,2861545.06123562,2959298.58986015,3821324.10557002,3703143.61313589,3333979.60122676,4375212.37035842,3659473.70119077,4168732.31914463,4027759.96437133,3943454.85540809,3922073.52509204,5415912.72323067,4407143.49017742,3961974.91427621,4207211.35398456,5317849.10273681,4163237.39299448,5831326.4333375,4695921.86798308
0,High,Master Protein,Q9Y4G6,Talin-2 OS=Homo sapiens OX=9606 GN=TLN2 PE=1 SV=4,0,0,256.617,9,30,175,3,2542,271.4,5.57,1944,30,0,57767.5424773791,71761.5253700881,64332.457010643,67309.588539208,54908.4898123171,63280.1108289196,58962.4072353629,53197.9866034354,68564.9466264416,59540.0866516119,52284.6314552352,56475.4360108965,61383.7757706235,71761.5253700881,67837.5509783767,86115.0113453676,59401.608854961,97459.4222804082,78940.1850669236,58570.0576721183,98461.7605980056,74349.4396423162,69685.4752760826,72470.5945778902
0,High,Master Protein,P10809,"60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2",0,0,250.185,56,33,101,33,573,61,5.87,1417,33,0,2469460.40191096,2747242.65493265,2403575.6563138,2165093.64529408,2324327.129632,2051799.99519914,2237431.65363598,2680335.58452804,1926060.29006737,2217423.35153257,2199553.26595954,2246903.08210064,2624047.98758221,2747242.65493265,2534532.23601576,2769992.62474584,2514525.01202104,3160033.05853355,2995523.36979022,2951002.84408697,2765892.72666048,2768961.09676336,2931586.40440417,2883278.35640454
0,High,Master Protein,Q5QNW6,Histone H2B type 2-F OS=Homo sapiens OX=9606 GN=H2BC18 PE=1 SV=3,0,0,242.517,83,21,149,1,126,13.9,10.32,1825,21,0,27245.4034810555,31958.3294491709,30196.976761392,30384.7268516599,24357.4880776776,51883.7513857198,45476.9016345701,28654.0555576169,27862.5216205809,39903.510296557,53722.4859960919,52061.3955404295,28950.9587276657,31958.3294491709,31842.2308991694,38873.8239876837,26350.6423947398,79907.5786934571,60885.4895793698,31547.6166242977,40011.5958437051,49828.6750516525,71601.8620664009,66806.3950607074
0,High,Master Protein,P58876,Histone H2B type 1-D OS=Homo sapiens OX=9606 GN=H2BC5 PE=1 SV=2,0,0,242.003,83,21,149,1,126,13.9,10.32,1825,21,0,15207.4570473637,20111.7280631474,19846.1449396079,22249.6999421265,15718.1157612682,36526.8643720822,35178.3744444593,17382.4398410889,18498.8073658815,27987.271975781,31995.9152634497,32174.3513501954,16159.4399450574,20111.7280631474,20927.4436516885,28465.9764608597,17004.3169567998,56256.0187203567,47097.5918251459,19137.7638323808,26564.9611328601,34948.5213330653,42644.4731457221,41286.8768654876
0,High,Master Protein,Q99879,Histone H2B type 1-M OS=Homo sapiens OX=9606 GN=H2BC14 PE=1 SV=3,0,0,240.378,83,21,148,1,126,14,10.32,1815,21,0,4404.73236328126,5397.55141406249,3466.31742187499,7446.38846869427,5370.73528443836,4803.32557031249,5868.49364062501,3772.60305468749,4459.74407226562,5370.71962646485,6481.49471835939,5920.89090527345,4680.4674757134,5397.55141406249,3655.17649628675,9526.81247026334,5810.21837825487,7397.73254147696,7856.87009361383,4153.5703246481,6404.35491861741,6706.5739598288,8638.6004333797,7597.82508369125
0,High,Master Protein,P14625,Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1,0,0,237.348,53,37,94,36,803,92.4,4.84,1042,37,0,2527094.36435369,2725938.63231815,2847355.84967963,2410797.63482632,2813599.72214922,1759213.4717879,2062321.79184399,2716056.65338653,1953227.00633784,2159960.51837865,1981395.21390533,2134187.7826651,2685289.82124238,2725938.63231815,3002491.37965095,3084343.11039538,3043834.40048726,2709412.58449889,2761082.38365943,2990331.11939836,2804905.1206791,2697205.58404045,2640823.18929539,2738639.45947699
0,High,Master Protein,O00299,Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4,0,0,235.616,59,20,70,19,241,26.9,5.17,1371,20,0,1835379.98213733,2106206.9549208,1832690.90679304,1652704.79408766,1875554.75811486,1303069.5278956,1471412.58202855,1864300.31633933,1407762.3387266,1606234.26203795,1249654.67561561,1431447.06866632,1950274.29670435,2106206.9549208,1932543.3629344,2114448.99875593,2029029.94615977,2006892.87228414,1969959.96231087,2052562.21180167,2021597.9913143,2005751.48665118,1665552.1436698,1836866.21123228
0,High,Master Protein,O60814,Histone H2B type 1-K OS=Homo sapiens OX=9606 GN=H2BC12 PE=1 SV=3,0,0,234.258,83,21,148,2,126,13.9,10.32,1804,21,0,137781.218083537,115008.052299685,169964.988249854,118769.488327425,90072.2966072012,135917.046804421,202857.3701521,118336.728267336,86829.7183488281,132467.473347561,112572.700855224,148764.575263477,146406.28687909,115008.052299685,179225.372241436,151952.137232899,97442.8426281136,209329.545825706,271589.968809685,130286.678911643,124690.638022863,165415.990605683,150038.012009801,190898.167114484
0,High,Master Protein,Q14766,Latent-transforming growth factor beta-binding protein 1 OS=Homo sapiens OX=9606 GN=LTBP1 PE=1 SV=4,0,0,231.077,26,33,80,33,1721,186.7,5.96,1348,33,0,1617362.0053133,1848564.86059921,1442781.01717943,1313959.36923158,1671413.69560051,868298.324166906,1000174.23976733,1549982.45624841,1161647.75534918,1272720.44559625,996779.829002753,1141524.14841673,1718608.45063565,1848564.86059921,1521389.59634873,1681062.51196021,1808184.1791725,1337289.89933563,1339055.56588351,1706503.71657822,1668168.48570684,1589283.07419314,1328518.04050948,1464830.36881413
0,High,Master Protein,P25705,"ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1",0,0,230.575,43,28,96,28,553,59.7,9.13,1281,28,0,4317621.76779705,4439982.72542241,4509814.31834077,3664502.19217269,4208319.98942493,3228572.34517015,3675288.27652032,4565221.57258225,3190066.1372536,3819344.94677665,3359159.59407759,3754038.7612051,4587903.77936884,4439982.72542241,4755527.34870428,4688316.40042274,4552683.54316052,4972412.2070751,4920557.86604322,5026229.52228184,4581051.16028688,4769327.23083076,4477121.21757857,4817269.95503831
0,High,Master Protein,O00151,PDZ and LIM domain protein 1 OS=Homo sapiens OX=9606 GN=PDLIM1 PE=1 SV=4,0,0,227.023,68,15,86,15,329,36,7.02,1976,15,0,4076770.83914606,4460271.16282252,4473171.68992828,3192754.1828799,3615142.67234854,2480204.19839621,2716741.08276562,3828555.75652783,2944132.80629064,3440962.1558931,2137543.48867537,2501871.22511801,4331975.64456462,4460271.16282252,4716888.28083061,4084768.13851739,3910966.98728644,3819830.04054206,3637233.51721992,4215173.27586745,4227881.93974808,4296829.62367913,2848939.15832936,3210459.41472031
0,High,Master Protein,P63104,14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1,0,0,225.861,72,19,104,13,245,27.7,4.79,1014,19,0,3603582.67202722,4054788.63447868,3865621.87574923,3415300.12875184,3599602.83614652,2264249.45638862,2733515.44200997,3459048.22219997,2837989.09232998,3008032.65726089,1930819.40689156,2363534.08945415,3829166.01995389,4054788.63447868,4076236.68121183,4369490.52457781,3894155.53836665,3487232.26030625,3659691.40327336,3808351.90954027,4075455.70058073,3756217.95449772,2573415.25218019,3032941.98091373
0,High,Master Protein,P33778,Histone H2B type 1-B OS=Homo sapiens OX=9606 GN=H2BC3 PE=1 SV=2,0,0,225.516,83,20,139,1,126,13.9,10.32,1820,20,0,22118.9263772846,22911.9963409063,25977.7615388673,25178.9158733212,20524.5826442109,42497.6450547811,35890.7448087891,23581.3234658204,23063.8300172608,34239.0779945803,42005.1263784664,41476.1273630861,23503.5654764411,22911.9963409063,27393.1356672026,32213.5771908943,22204.0932888532,65451.7806789928,48051.3291475031,25962.6268504077,33120.4999254949,42755.3335228088,55984.8489746265,53223.1324466659
0,High,Master Protein,Q16778,Histone H2B type 2-E OS=Homo sapiens OX=9606 GN=H2BC21 PE=1 SV=3,0,0,225.186,83,20,141,0,126,13.9,10.32,1828,20,0,,,,,,,,,,,,,,,,,,,,,,,,
0,High,Master Protein,Q01518,Adenylyl cyclase-associated protein 1 OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=5,0,0,218.634,45,20,104,20,475,51.9,8.06,1072,20,0,2057181.39296702,2273795.44210028,2223318.39032951,1794540.69107861,1951681.48149142,1828691.25226263,1514203.08661822,1879253.62950081,1567652.61539081,1558573.86974778,1358497.73195838,1453360.66635219,2185960.41877383,2273795.44210028,2344453.82087907,2295911.998956,2111386.06013924,2816417.20660992,2027248.84364727,2069025.54942356,2251206.25205769,1946236.5672215,1810619.24848896,1864986.25006349
0,High,Master Protein,Q93084,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 OS=Homo sapiens OX=9606 GN=ATP2A3 PE=1 SV=3,0,0,217.489,31,28,75,22,999,109.2,5.52,864,28,0,2033680.21337359,2193360.10263861,2016559.86554713,1818269.94578278,1909866.4480699,1318887.53900875,1513399.04423235,1715055.65261929,1596942.6473887,1551075.18035887,1136108.25348873,1413233.36757007,2160988.07138562,2193360.10263861,2126430.25055564,2326270.89851866,2066149.3350344,2031254.62204278,2026172.37377914,1888246.43371593,2293267.80479537,1936872.73546593,1514216.34629338,1813493.96586077
0,High,Master Protein,Q99880,Histone H2B type 1-L OS=Homo sapiens OX=9606 GN=H2BC13 PE=1 SV=3,0,0,207.629,75,19,126,1,126,13.9,10.32,1720,19,0,7459.15752747188,9333.40263877869,11370.1899013184,7753.4079675293,6624.52358539309,8756.22854970707,12513.6763720218,8804.327100293,5318.59140205078,6976.9705435547,4870.5748467041,9146.10099997556,7926.09886915976,9333.40263877869,11989.6841020219,9919.60922031371,7166.60320134523,13485.7060872856,16753.5888541968,9693.41095317045,7637.69096474993,8712.34624412819,6491.5504539972,11736.4897795526
0,High,Master Protein,P50552,Vasodilator-stimulated phosphoprotein OS=Homo sapiens OX=9606 GN=VASP PE=1 SV=3,0,0,203.526,57,26,84,26,380,39.8,8.94,964,26,0,1255746.93272167,1343309.89484263,1359030.49480332,1074438.15873225,1179978.23945002,961829.321161488,1003245.33636207,1112629.32813262,942197.123734628,1056234.46157237,828282.078501623,942762.617718369,1334356.36755743,1343309.89484263,1433076.00480947,1374622.19331837,1276534.94162304,1481339.53535865,1343167.21845867,1224985.53191879,1353029.38597362,1318950.72320462,1103942.56775942,1209774.94425499
0,High,Master Protein,P02776,Platelet factor 4 OS=Homo sapiens OX=9606 GN=PF4 PE=1 SV=2,0,0,203.158,48,10,111,4,101,10.8,8.62,1241,10,0,2193381.32791864,2553568.09561765,1837826.85743233,1750405.56151427,2638119.41260637,1155654.93869924,1040597.83234642,1824292.58579211,2123118.96416184,1633759.00994051,1202784.57154071,1577139.60150651,2330686.43460387,2553568.09561765,1937959.14105799,2239446.08873952,2853994.67361002,1779855.64825616,1393175.57266216,2008514.39655353,3048876.1598448,2040122.44070817,1603083.20417856,2023822.26197353
0,High,Master Protein,Q13509,Tubulin beta-3 chain OS=Homo sapiens OX=9606 GN=TUBB3 PE=1 SV=2,0,0,201.528,39,17,83,1,450,50.4,4.93,1100,17,0,2504.11452010479,1820.39746863071,2720.53286967772,2073.39973242187,2488.62178769531,1414.33973935547,1111.29889680175,1892.3322580078,2022.31546735839,2073.47887556687,1662.316374646,2267.82788051626,2660.87144465712,1820.39746863071,2868.75856777209,2652.68062628232,2692.26377425244,2178.26315567722,1487.83173366749,2083.42489185802,2904.11866701426,2589.21343884881,2215.55174823408,2910.12954498695
0,High,Master Protein,P02652,Apolipoprotein A-II OS=Homo sapiens OX=9606 GN=APOA2 PE=1 SV=1,0,0,201.417,77,15,155,15,100,11.2,6.62,1160,15,0,11330015.0618362,9701530.18893033,11725544.2661133,11955245.8691628,10619694.1255484,12104143.9482141,15358954.2828368,17893328.0676897,8607082.99597671,16812726.6187801,26336783.8480555,13893170.9025985,12039271.0890528,9701530.18893033,12364399.6182219,15295385.9324205,11488695.441477,18641921.7814126,20562910.3418693,19700242.8810537,12360084.6656271,20994541.211873,35101926.6773743,17828040.4190115
0,High,Master Protein,P55072,Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4,0,0,196.723,64,38,62,38,806,89.3,5.26,639,38,0,1519424.74971493,1677217.31953455,1369000.16439203,1220562.89198995,1462296.89459615,1055118.9513968,1085465.10117802,1436684.05429085,1147273.42909441,1280070.19261017,1139902.27476119,1247966.99478293,1614540.34803989,1677217.31953455,1443588.86255481,1561572.27480633,1581955.51288208,1625017.43586149,1453244.87225631,1581764.14727309,1647526.42966958,1598460.91726878,1519273.05546814,1601420.30790257
0,High,Master Protein,Q9NY65,Tubulin alpha-8 chain OS=Homo sapiens OX=9606 GN=TUBA8 PE=1 SV=1,0,0,196.344,37,14,70,3,449,50.1,5.06,1645,14,0,163514.118762151,196728.736909645,229525.82238882,197580.730804119,170937.018367419,123625.251877184,155309.903908887,118513.852374683,164684.825114305,123183.055398881,80518.5000232238,107981.883536608,173750.060518108,196728.736909645,242031.322922728,252782.214898129,184924.661716283,190398.617660353,207932.361179795,130481.689472094,236493.406942664,153822.267608124,107315.855280334,138564.867423575
0,High,Master Protein,P26038,Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3,0,0,196.295,49,33,91,26,577,67.8,6.4,830,33,0,2146492.13391586,2423855.89678295,1983341.6398596,1824681.55183386,2062463.69286755,1607483.56825576,1603537.20948554,2142117.69963234,1544708.74559185,1763526.91405663,1786133.83247874,1882179.85991719,2280861.98912293,2423855.89678295,2091402.16079815,2334473.82383456,2231233.49376464,2475729.22732395,2146851.35858171,2358434.31713315,2218258.01937481,2202167.40061972,2380576.88385043,2415257.02474278
0,High,Master Protein,P08670,Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4,0,0,194.947,65,30,83,30,466,53.6,5.12,591,30,0,2024995.64194271,1909743.13195484,2203527.78124272,1604411.79107779,1441090.23054621,1575561.0995089,1909573.80293929,2359059.87489723,1123930.41612842,1908084.87434116,2099125.45377579,2204620.161198,2151759.84801804,1909743.13195484,2323584.93889938,2052663.55938016,1559013.52399623,2426564.56371829,2556579.97139182,2597283.87757796,1614005.01286144,2382681.13426408,2797735.22044864,2829019.9277009
0,High,Master Protein,Q00610,Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5,0,0,193.742,23,35,86,35,1675,191.5,5.69,1003,35,0,2636720.82640313,2851177.06552232,2558808.15434972,2208619.107233,2519648.02162509,1843666.23754128,2115059.87174076,2636413.94651159,1934154.90107261,2272742.78462051,2028758.32259507,2097332.21820537,2801778.87160496,2851177.06552232,2698222.43204341,2825678.53413895,2725828.86078895,2839480.58931891,2831689.30054645,2902645.88481229,2777516.88288238,2838040.0834213,2703949.21022609,2691345.54094249
0,High,Master Protein,P16402,Histone H1.3 OS=Homo sapiens OX=9606 GN=H1-3 PE=1 SV=2,0,0,192.436,35,16,73,9,221,22.3,11.02,977,16,0,2627144.90491218,2506319.62304293,3125648.38553445,2616837.88672743,2055754.72091069,3187339.34534267,4353037.23132171,2142761.26059308,1829811.92092187,2884684.31666361,4021411.15577258,4631975.557708,2791603.49989294,2506319.62304293,3295946.42497635,3347948.32645952,2223975.53184723,4908908.14095646,5827943.27361946,2359142.86655378,2627676.56305162,3602189.29045027,5359776.66612189,5943858.89597358
0,High,Master Protein,P01024,Complement C3 OS=Homo sapiens OX=9606 GN=C3 PE=1 SV=2,0,0,191.565,18,28,76,28,1663,187,6.4,1155,28,0,1577556.86864229,1342780.75416763,1589250.29037286,1454127.74219765,1537772.75146209,1474367.38926602,1947902.5546871,1913078.90904656,1163725.7962789,1898889.30565274,2408968.60934618,1757109.45068516,1676311.52265244,1342780.75416763,1675839.11139494,1860392.10363056,1663607.50045028,2270713.37430831,2607895.35857197,2106266.59368598,1671152.62816742,2371198.35992455,3210697.25070508,2254763.76322291
0,High,Master Protein,Q7Z406,Myosin-14 OS=Homo sapiens OX=9606 GN=MYH14 PE=1 SV=2,0,0,186.535,6,21,107,3,1995,227.7,5.6,1045,21,0,208693.423425495,266013.898863955,110574.709786893,124838.109423777,182259.180870427,120291.811824172,149137.845443151,175632.528114882,139494.518229014,167159.027002457,130534.302663264,135775.210097758,221757.578026982,266013.898863955,116599.269803213,159716.252062671,197173.30797654,185264.695840097,199669.071731924,193368.357668714,200319.20878507,208736.343658832,173977.41301303,174229.911263084
0,High,Master Protein,Q15084,Protein disulfide-isomerase A6 OS=Homo sapiens OX=9606 GN=PDIA6 PE=1 SV=1,0,0,178.373,37,20,69,20,440,48.1,5.08,829,20,0,1469339.76357808,1600196.70488612,1563901.90439886,1332428.54146656,1432844.58471799,1049643.72679923,1174889.21695819,1436187.81981505,1152869.77893943,1321773.24929189,1232357.5806665,1305726.7599356,1561320.0546597,1600196.70488612,1649109.64223373,1704691.73048721,1550093.14337898,1616584.89332728,1572967.87170839,1581217.80174908,1655562.99187483,1650536.73828328,1642498.40399764,1675538.98354211
0,High,Master Protein,P07237,Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3,0,0,176.666,50,31,77,30,508,57.1,4.87,788,31,0,2359610.96538496,2712396.75996411,2642060.8576916,2384749.92470285,2636247.44542287,2087971.39406312,2275363.35531608,2728565.29442307,2080665.99879754,2283958.94029676,2062981.68911419,2135181.65896013,2507322.00459821,2712396.75996411,2786011.08134229,3051018.00915075,2851969.52480691,3215741.61514288,3046307.17748955,3004102.91554492,2987912.15537836,2852046.02355958,2749562.45249355,2739914.82468221
0,High,Master Protein,P00558,Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3,0,0,175.026,65,24,61,24,417,44.6,8.1,1021,24,0,2952951.30498053,3457772.09586552,2787857.9625675,2454639.26693304,2764893.04838155,2267420.26185217,2532806.55456599,2978903.1928052,2146903.67342432,2576829.28674676,2356002.64286728,2508431.42168935,3137805.29676288,3457772.09586552,2939751.80560659,3140433.5237853,2991142.0974634,3492115.70416551,3390977.87100256,3279720.5860981,3083031.86862198,3217761.75175156,3140103.68535311,3218877.61172158
