"","feat1","feat2","R","p","Padj","name_int"
"228","FBLN2","AGE.x",-0.31604354678775,5.22691013684629e-05,0.000422979859752544,"FBLN2 (interacts with) AGE.x"
"229","AIM2","AGE.x",-0.198763742391085,0.0122931650343132,0.0456142625369085,"AIM2 (interacts with) AGE.x"
"230","DNASE1L3","AGE.x",-0.205298657686637,0.00966197953214776,0.0375191475710299,"DNASE1L3 (interacts with) AGE.x"
"231","HPGD","AGE.x",-0.206985676826309,0.00906926021765542,0.0356267670822505,"HPGD (interacts with) AGE.x"
"232","EBF1","AGE.x",-0.200134064796956,0.011694463658414,0.0438127372071563,"EBF1 (interacts with) AGE.x"
"233","CDCA7L","AGE.x",-0.339013195471044,1.31717135372078e-05,0.000123266897471964,"CDCA7L (interacts with) AGE.x"
"234","EML5","AGE.x",-0.195881497597404,0.0136408295156278,0.0496063223326273,"EML5 (interacts with) AGE.x"
"235","DIPK1B","AGE.x",-0.211870114913013,0.00753043565154687,0.0305958581334243,"DIPK1B (interacts with) AGE.x"
"236","CLMN","AGE.x",0.198969290751966,0.0122016797910782,0.0453438287520782,"CLMN (interacts with) AGE.x"
"237","JAM3","AGE.x",-0.23007560936523,0.00363562010105367,0.0167344393443974,"JAM3 (interacts with) AGE.x"
"238","AMN","AGE.x",-0.21665101752905,0.00625340428987675,0.0262579909524605,"AMN (interacts with) AGE.x"
"239","TUB","AGE.x",-0.24185365633602,0.00220233665956071,0.0109775945783619,"TUB (interacts with) AGE.x"
"240","HDGFL3","AGE.x",0.235911660233788,0.00284456807698441,0.013619873864105,"HDGFL3 (interacts with) AGE.x"
"241","CLEC4E","AGE.x",0.195816026638013,0.013672887234728,0.0497013129017238,"CLEC4E (interacts with) AGE.x"
"242","CLEC4D","AGE.x",0.241525414356504,0.00223404902252522,0.0111106669945906,"CLEC4D (interacts with) AGE.x"
"243","ANPEP","AGE.x",0.207102915521034,0.00902929041311551,0.0354982682100388,"ANPEP (interacts with) AGE.x"
"244","ANKDD1A","AGE.x",0.235983221514983,0.00283591891798984,0.0135849420464281,"ANKDD1A (interacts with) AGE.x"
"245","PPP1R14A","AGE.x",-0.302463651745572,0.000112190856318417,0.000832490216996075,"PPP1R14A (interacts with) AGE.x"
"246","TMIGD2","AGE.x",-0.290447446826537,0.000213898701979298,0.00146902379425175,"TMIGD2 (interacts with) AGE.x"
"247","EVPL","AGE.x",-0.213285789591872,0.00713009156610145,0.0292507270851957,"EVPL (interacts with) AGE.x"
"248","ROR2","AGE.x",-0.252970457004764,0.00134189704531629,0.0072053550290524,"ROR2 (interacts with) AGE.x"
"249","EFNA1","AGE.x",-0.265899691210662,0.000733431453666,0.00428999873550786,"EFNA1 (interacts with) AGE.x"
"250","ROBO1","AGE.x",-0.363111076268504,2.74482193107772e-06,2.98437361213926e-05,"ROBO1 (interacts with) AGE.x"
"251","ITGAM","AGE.x",0.244875091348633,0.00192905395692522,0.00981267681488397,"ITGAM (interacts with) AGE.x"
"252","TPST1","AGE.x",-0.249503735919573,0.00156978336392255,0.0082359455529054,"TPST1 (interacts with) AGE.x"
"253","NPAS2","AGE.x",-0.36696015964855,2.11092847579586e-06,2.35000827530849e-05,"NPAS2 (interacts with) AGE.x"
"254","ZNF415","AGE.x",-0.293617459325451,0.000180911007189533,0.0012681503460866,"ZNF415 (interacts with) AGE.x"
"255","PKIA","AGE.x",-0.263633282504551,0.000817155493590516,0.00470821194570656,"PKIA (interacts with) AGE.x"
"256","ZNF439","AGE.x",-0.198512516616676,0.0124057971664864,0.0459546096956309,"ZNF439 (interacts with) AGE.x"
"257","SYNPO","AGE.x",-0.207870296068321,0.00877149510322983,0.0346667105986771,"SYNPO (interacts with) AGE.x"
"258","LAMB2","AGE.x",0.216812411056853,0.00621388523715805,0.0261207910647216,"LAMB2 (interacts with) AGE.x"
"259","CXCR6","AGE.x",-0.226322448553595,0.00424391092390297,0.0190392919649231,"CXCR6 (interacts with) AGE.x"
"260","KRT2","AGE.x",-0.215239585451003,0.00660867113689978,0.0274814293991303,"KRT2 (interacts with) AGE.x"
"261","NBEA","AGE.x",-0.324471029583854,3.19292662684934e-05,0.000272620930370099,"NBEA (interacts with) AGE.x"
"262","HSPA6","AGE.x",0.20449930294988,0.00995457890779194,0.0384402218189822,"HSPA6 (interacts with) AGE.x"
"263","LRRN3","AGE.x",-0.318647159358904,4.49564863096441e-05,0.000369879382743266,"LRRN3 (interacts with) AGE.x"
"264","MARCHF3","AGE.x",-0.23534830546693,0.0029134945480167,0.0138979901719033,"MARCHF3 (interacts with) AGE.x"
"265","TLR10","AGE.x",-0.250653284160054,0.00149057750827031,0.00788098873137999,"TLR10 (interacts with) AGE.x"
"266","TNK1","AGE.x",-0.210699250546219,0.00787650083925429,0.0317404286581941,"TNK1 (interacts with) AGE.x"
"267","CD248","AGE.x",-0.332277299555964,1.99610092359581e-05,0.000178966034685654,"CD248 (interacts with) AGE.x"
"268","GNG7","AGE.x",-0.248581052166287,0.00163611371621197,0.00853038005528305,"GNG7 (interacts with) AGE.x"
"269","LRRC37A3","AGE.x",0.205307793169343,0.00965867989561997,0.0375087658008515,"LRRC37A3 (interacts with) AGE.x"
"270","PAWR","AGE.x",-0.245095865514023,0.00191034867053674,0.00973204851346556,"PAWR (interacts with) AGE.x"
"271","CD19","AGE.x",-0.203441109536457,0.0103539342410754,0.0396918630125679,"CD19 (interacts with) AGE.x"
"272","AGTRAP","AGE.x",0.203288851491361,0.0104125423518142,0.0398761358729344,"AGTRAP (interacts with) AGE.x"
"273","CD151","AGE.x",0.25200076785916,0.00140238547611493,0.00748217159032645,"CD151 (interacts with) AGE.x"
"274","ALS2CL","AGE.x",-0.199502193909805,0.0119672726656042,0.0446366392777838,"ALS2CL (interacts with) AGE.x"
"275","RNF212","AGE.x",-0.199968103527801,0.0117655828175613,0.0440272984303828,"RNF212 (interacts with) AGE.x"
"276","GP5","AGE.x",-0.241196536979095,0.00226623781363511,0.0112459052371182,"GP5 (interacts with) AGE.x"
"277","PCED1B","AGE.x",-0.221471507236813,0.0051649184996565,0.0224146052791779,"PCED1B (interacts with) AGE.x"
"278","GIPC3","AGE.x",-0.310300373326701,7.25272505275321e-05,0.000565693471878902,"GIPC3 (interacts with) AGE.x"
"279","ZNF154","AGE.x",-0.206879096194742,0.00910573207537935,0.0357440864008825,"ZNF154 (interacts with) AGE.x"
"280","CCR8","AGE.x",0.292534904624813,0.000191602827024795,0.00133377300800078,"CCR8 (interacts with) AGE.x"
"281","PLAG1","AGE.x",-0.330943519080916,2.16487973150326e-05,0.0001924994474107,"PLAG1 (interacts with) AGE.x"
"282","FAM153B","AGE.x",-0.211166682744666,0.00773668800937832,0.0312806876458355,"FAM153B (interacts with) AGE.x"
"283","BACE2","AGE.x",-0.223633571477187,0.00473435165020986,0.0208511734856319,"BACE2 (interacts with) AGE.x"
"284","B4GALNT4","AGE.x",0.24631849761615,0.00180971379887795,0.0092940133807299,"B4GALNT4 (interacts with) AGE.x"
"285","NXPH4","AGE.x",-0.24187440244992,0.00220034611571496,0.0109692128100507,"NXPH4 (interacts with) AGE.x"
"286","XKRX","AGE.x",-0.232899996101774,0.00323091666107489,0.0151586733212603,"XKRX (interacts with) AGE.x"
"287","CLEC4G","AGE.x",0.252285490403491,0.00138437147767068,0.0073998241475311,"CLEC4G (interacts with) AGE.x"
"288","ZNF662","AGE.x",-0.333871441288127,1.81065215523191e-05,0.000163984693219738,"ZNF662 (interacts with) AGE.x"
"289","PYCR1","AGE.x",-0.204726167437074,0.00987075224864387,0.0381763084354053,"PYCR1 (interacts with) AGE.x"
"290","NOG","AGE.x",-0.37874950008039,9.24458816164986e-07,1.10600974355875e-05,"NOG (interacts with) AGE.x"
"291","MAP7D2","AGE.x",-0.197880225587668,0.0126932871983589,0.0468079101688216,"MAP7D2 (interacts with) AGE.x"
"292","NELL2","AGE.x",-0.226815764619708,0.0041590555850135,0.0187224628443424,"NELL2 (interacts with) AGE.x"
"293","RBM11","AGE.x",-0.316150127419317,5.19490391077682e-05,0.000420650236224661,"RBM11 (interacts with) AGE.x"
"294","CYP4F12","AGE.x",0.239874144380014,0.00239995788543679,0.0118046226394314,"CYP4F12 (interacts with) AGE.x"
"295","BTLA","AGE.x",-0.238160511559866,0.00258387019183504,0.0125601810803388,"BTLA (interacts with) AGE.x"
"296","CD300E","AGE.x",0.198291742451286,0.0125055231067814,0.0462502936508578,"CD300E (interacts with) AGE.x"
"297","FAM86B1","AGE.x",-0.208610270167491,0.00852909700724469,0.0338800404236022,"FAM86B1 (interacts with) AGE.x"
"298","TRABD2A","AGE.x",-0.272042494335243,0.000544568955629821,0.00331597305328513,"TRABD2A (interacts with) AGE.x"
"299","ERCC6L","AGE.x",-0.214724302628787,0.00674278268019357,0.0279381335646254,"ERCC6L (interacts with) AGE.x"
"300","GPR141","AGE.x",0.232533054213091,0.0032810901798761,0.0153566543911593,"GPR141 (interacts with) AGE.x"
"301","TLR5","AGE.x",0.219431249432517,0.00560302333173013,0.0239785670493601,"TLR5 (interacts with) AGE.x"
"302","TTC24","AGE.x",-0.29437113664868,0.000173798233380484,0.00122412505171984,"TTC24 (interacts with) AGE.x"
"303","LCN10","AGE.x",-0.240220562910025,0.00236425361555703,0.0116553454653505,"LCN10 (interacts with) AGE.x"
"304","TPRG1","AGE.x",0.246594084677775,0.0017877073041912,0.00919789141344197,"TPRG1 (interacts with) AGE.x"
"305","ZNF626","AGE.x",-0.242466369075202,0.00214423180286083,0.0107320214068139,"ZNF626 (interacts with) AGE.x"
"306","ZNF793","AGE.x",-0.226995429112923,0.00412853221801179,0.01860740061516,"ZNF793 (interacts with) AGE.x"
"307","GOLGA8M","AGE.x",-0.218100628469065,0.00590634887015384,0.0250471479007449,"GOLGA8M (interacts with) AGE.x"
"308","GRAPL","AGE.x",-0.199573755191,0.0119360981911085,0.0445416807835231,"GRAPL (interacts with) AGE.x"
"309","ZNF471","AGE.x",-0.199846297091723,0.0118180218295767,0.0441859797483717,"ZNF471 (interacts with) AGE.x"
"310","GIMAP5","AGE.x",-0.198628232730949,0.0123538061707369,0.0457973291960421,"GIMAP5 (interacts with) AGE.x"
"311","SULF2","AGE.x",0.234973750675992,0.00296015311393161,0.0140859668069762,"SULF2 (interacts with) AGE.x"
"312","MVB12B","AGE.x",0.217066681992164,0.00615207575206211,0.0259054455128285,"MVB12B (interacts with) AGE.x"
"313","GAL3ST4","AGE.x",-0.359758354115474,3.44073363933717e-06,3.66506525130077e-05,"GAL3ST4 (interacts with) AGE.x"
"314","SULT1A2","AGE.x",0.305847058140912,9.30714446147896e-05,0.00070566576495777,"SULT1A2 (interacts with) AGE.x"
"315","RAD54B","AGE.x",-0.272904274870491,0.000521998373895105,0.00319640934625518,"RAD54B (interacts with) AGE.x"
"316","SERPINB2","AGE.x",0.208581341138923,0.0085384608989858,0.0339104207642054,"SERPINB2 (interacts with) AGE.x"
"317","KLHL14","AGE.x",-0.214429572651089,0.00682057570238159,0.0282053575503974,"KLHL14 (interacts with) AGE.x"
"318","MDS2","AGE.x",-0.222893597378016,0.00487795020519988,0.0213763911519904,"MDS2 (interacts with) AGE.x"
"319","ZNF667","AGE.x",-0.238302111541806,0.00256820313842043,0.0124961699711945,"ZNF667 (interacts with) AGE.x"
"320","COLGALT2","AGE.x",0.205720412471555,0.0095106796919544,0.0370382843431585,"COLGALT2 (interacts with) AGE.x"
"321","ALPK2","AGE.x",0.376786893879093,1.06307933744887e-06,1.25668821780813e-05,"ALPK2 (interacts with) AGE.x"
"322","RUSC2","AGE.x",0.201565290420865,0.0110966509388659,0.0419904520202559,"RUSC2 (interacts with) AGE.x"
"323","GPRASP1","AGE.x",-0.21292069542418,0.00723148473280144,0.0295930348599729,"GPRASP1 (interacts with) AGE.x"
"324","ZDBF2","AGE.x",-0.197034090998786,0.0130871352661335,0.0479762707850777,"ZDBF2 (interacts with) AGE.x"
"325","HLA.DOA","AGE.x",-0.226736590436258,0.00417257080787303,0.0187733843190774,"HLA.DOA (interacts with) AGE.x"
"326","COL5A2","AGE.x",-0.257040509151862,0.00111313780932343,0.00613927907630035,"COL5A2 (interacts with) AGE.x"
"327","TCTN1","AGE.x",-0.202621961253837,0.0106727040339711,0.0406797518310918,"TCTN1 (interacts with) AGE.x"
"328","GPC2","AGE.x",-0.242009594939912,0.00218741463818017,0.0109150989874214,"GPC2 (interacts with) AGE.x"
"329","SCART1","AGE.x",-0.242186214272224,0.00217062452811767,0.0108442811118654,"SCART1 (interacts with) AGE.x"
"330","LCNL1","AGE.x",0.21279432124675,0.00726687848943497,0.0297128635391801,"LCNL1 (interacts with) AGE.x"
"331","AATBC","AGE.x",0.204549548104761,0.00993595932118208,0.0383811549776877,"AATBC (interacts with) AGE.x"
"332","LINC00937","AGE.x",0.199345368123355,0.0120358412941712,0.0448424872424527,"LINC00937 (interacts with) AGE.x"
"333","LTB","AGE.x",-0.22225411358861,0.0050051777530804,0.0218372906578999,"LTB (interacts with) AGE.x"
"334","INKA2.AS1","AGE.x",-0.226261942185233,0.00425442497487127,0.0190784710512524,"INKA2.AS1 (interacts with) AGE.x"
"335","PATL2","AGE.x",0.227051764589608,0.0041190028730278,0.0185715103231097,"PATL2 (interacts with) AGE.x"
"336","LEF1.AS1","AGE.x",-0.30948122504408,7.5954725175631e-05,0.000589345665946233,"LEF1.AS1 (interacts with) AGE.x"
"337","LINC00865","AGE.x",-0.268408094798784,0.000650015175730267,0.00386525285080335,"LINC00865 (interacts with) AGE.x"
"338","LOC102606465","AGE.x",-0.200587793771344,0.0115019519828876,0.043227540793158,"LOC102606465 (interacts with) AGE.x"
"339","CHRM3.AS2","AGE.x",-0.261946263364879,0.000885082002596516,0.00504282941441879,"CHRM3.AS2 (interacts with) AGE.x"
"340","MAGI2.AS3","AGE.x",-0.235224976450401,0.00292878380872885,0.0139599681668675,"MAGI2.AS3 (interacts with) AGE.x"
"341","PPP1R3E","AGE.x",-0.251006522824678,0.00146698157780634,0.00777477308566802,"PPP1R3E (interacts with) AGE.x"
"342","LINC00402","AGE.x",-0.235197570002284,0.0029321912542728,0.0139738831713876,"LINC00402 (interacts with) AGE.x"
"343","TSPEAR.AS1","AGE.x",-0.224075690898243,0.00465037399138435,0.0205442478461434,"TSPEAR.AS1 (interacts with) AGE.x"
"344","LINC00299","AGE.x",0.212447172903929,0.00736489826377884,0.0300404554814888,"LINC00299 (interacts with) AGE.x"
"345","ZNF737","AGE.x",-0.22582608732658,0.00433085628096297,0.0193636172920325,"ZNF737 (interacts with) AGE.x"
"346","PRKCQ.AS1","AGE.x",-0.262645127791873,0.000856337320120026,0.00490170770560746,"PRKCQ.AS1 (interacts with) AGE.x"
"347","TNFRSF13B","AGE.x",-0.241443195012152,0.00224205708682534,0.0111447498088545,"TNFRSF13B (interacts with) AGE.x"
"348","CRYZL2P","AGE.x",0.257244534932291,0.00110267076976678,0.00608964443212963,"CRYZL2P (interacts with) AGE.x"
"349","OR2A7","AGE.x",-0.200942625790947,0.011353347519274,0.0427787121690895,"OR2A7 (interacts with) AGE.x"
"350","LINC00861","AGE.x",-0.261580844056647,0.000900462076483421,0.00511807166009966,"LINC00861 (interacts with) AGE.x"
"351","KCTD21.AS1","AGE.x",-0.225353250439577,0.00441516492342586,0.0196772514206851,"KCTD21.AS1 (interacts with) AGE.x"
"352","SLED1","AGE.x",0.272707776726847,0.000527067442761098,0.00322353897342621,"SLED1 (interacts with) AGE.x"
"353","PCDHGB2","AGE.x",0.226806831699847,0.0041605784847758,0.0187281602758653,"PCDHGB2 (interacts with) AGE.x"
"354","SLC22A18AS","AGE.x",0.245304459035805,0.00189282711090777,0.00965621698925816,"SLC22A18AS (interacts with) AGE.x"
"355","LOC105369609","AGE.x",-0.28816966647189,0.000240965929014791,0.00163039719001594,"LOC105369609 (interacts with) AGE.x"
"356","HP","AGE.x",0.312019366655843,6.58001979494394e-05,0.000518973160656937,"HP (interacts with) AGE.x"
"357","KRT73.AS1","AGE.x",-0.283515138033283,0.000306445209270922,0.00201189284763673,"KRT73.AS1 (interacts with) AGE.x"
"358","P2RX5.TAX1BP3","AGE.x",-0.235119918399285,0.00294186514885153,0.0140126937533277,"P2RX5.TAX1BP3 (interacts with) AGE.x"
"359","TMEM178B","AGE.x",0.237527298760201,0.00265499498488353,0.0128500485476558,"TMEM178B (interacts with) AGE.x"
"360","EPPK1","AGE.x",-0.215585375191851,0.00652001017709125,0.0271778860334897,"EPPK1 (interacts with) AGE.x"
"361","PCDHGB3","AGE.x",0.228541030162101,0.00387414957313448,0.0176450248585503,"PCDHGB3 (interacts with) AGE.x"
"362","SPON1","AGE.x",-0.268714133469429,0.000640459253687498,0.00381600892462639,"SPON1 (interacts with) AGE.x"
"363","MYZAP","AGE.x",-0.228269828950382,0.00391773869823075,0.0178099290225388,"MYZAP (interacts with) AGE.x"
"364","ANXA8","AGE.x",0.239258085813196,0.00246466271545609,0.0120711930164141,"ANXA8 (interacts with) AGE.x"
"365","BAHCC1","AGE.x",0.216182062750152,0.00636950768883193,0.0266611631694189,"BAHCC1 (interacts with) AGE.x"
"366","ZNF285","AGE.x",-0.32638491321072,2.84895748889902e-05,0.000246206052645149,"ZNF285 (interacts with) AGE.x"
"367","SPIB","AGE.x",-0.273192042575724,0.000514655979047429,0.00315746994253864,"SPIB (interacts with) AGE.x"
"368","SRXN1","AGE.x",0.240296691932574,0.00235647207871259,0.0116229157461419,"SRXN1 (interacts with) AGE.x"
"369","MMP28","AGE.x",-0.352577864708712,5.53506433798034e-06,5.6388037150131e-05,"MMP28 (interacts with) AGE.x"
"370","CD24","AGE.x",-0.277004584024946,0.000425965602344647,0.00268026768956725,"CD24 (interacts with) AGE.x"
"371","TBC1D3K","AGE.x",-0.256171115879547,0.00115876754030397,0.00635382018533908,"TBC1D3K (interacts with) AGE.x"
"372","CYFIP1","AGE.x",0.203189883762048,0.0104507942043766,0.0399932997267226,"CYFIP1 (interacts with) AGE.x"
"373","DGKK","AGE.x",0.197309678060412,0.0129576990911926,0.0475956378694065,"DGKK (interacts with) AGE.x"
"374","PCDHGB5","AGE.x",0.227666857724579,0.00401623645424376,0.0181828159737527,"PCDHGB5 (interacts with) AGE.x"
"375","LOC101929698","AGE.x",-0.214740179063086,0.00673861465426118,0.0279240021012514,"LOC101929698 (interacts with) AGE.x"
"376","SSTR3","AGE.x",-0.29592873645002,0.000159916131039939,0.00113793483714111,"SSTR3 (interacts with) AGE.x"
"377","ZNF229","AGE.x",-0.276165642196463,0.000444172190929848,0.00277881447603331,"ZNF229 (interacts with) AGE.x"
"378","H3C10","AGE.x",-0.237674808396008,0.00263826964129632,0.0127822976824345,"H3C10 (interacts with) AGE.x"
"379","TMEM272","AGE.x",-0.284794105612095,0.000286976324016086,0.00189988968404228,"TMEM272 (interacts with) AGE.x"
"380","Ethnic","GENDER.x",-0.384838417905316,7.0360471737807e-07,8.61156966539845e-06,"Ethnic (interacts with) GENDER.x"
"381","Transm_mode","GENDER.x",-0.567655265782756,8.88178419700125e-15,3.41654006378245e-13,"Transm_mode (interacts with) GENDER.x"
"382","VAT","GENDER.x",-0.306255391941135,0.000118102008999976,0.000871063539575271,"VAT (interacts with) GENDER.x"
"383","SAT","GENDER.x",0.336095379365073,2.16263158017149e-05,0.00019232154752162,"SAT (interacts with) GENDER.x"
"384","HS3ST1","GENDER.x",0.199879212303609,0.0118038312671365,0.0441431108895309,"HS3ST1 (interacts with) GENDER.x"
"385","MPO","GENDER.x",-0.200732485355066,0.0114411496361069,0.0430447665321681,"MPO (interacts with) GENDER.x"
"386","SPATA20","GENDER.x",-0.202439031457978,0.0107450601846342,0.0409042276912899,"SPATA20 (interacts with) GENDER.x"
"387","CD79B","GENDER.x",0.220357765538558,0.00540011571666144,0.0232574404910307,"CD79B (interacts with) GENDER.x"
"388","CACNA2D2","GENDER.x",-0.262594781585638,0.000858379074406557,0.00491153285464337,"CACNA2D2 (interacts with) GENDER.x"
"389","BAIAP3","GENDER.x",0.219504492487101,0.0055867385753412,0.0239206825402109,"BAIAP3 (interacts with) GENDER.x"
"390","MYLIP","GENDER.x",0.231876951733216,0.00337255681324722,0.0157148841484691,"MYLIP (interacts with) GENDER.x"
"391","AASS","GENDER.x",0.229743769104576,0.00368604950081686,0.0169274082257857,"AASS (interacts with) GENDER.x"
"392","MGST1","GENDER.x",-0.239129772670593,0.00247833678876175,0.012127784862168,"MGST1 (interacts with) GENDER.x"
"393","CD22","GENDER.x",0.225477403847295,0.0043928864566054,0.0195947258264137,"CD22 (interacts with) GENDER.x"
"394","KDM5D","GENDER.x",-0.563397530475788,1.28785870856518e-14,4.86204874864951e-13,"KDM5D (interacts with) GENDER.x"
"395","MAMLD1","GENDER.x",0.215238127229821,0.0066090472889786,0.027482397447198,"MAMLD1 (interacts with) GENDER.x"
"396","MARCO","GENDER.x",-0.20414557756089,0.0100865339786449,0.0388560344611493,"MARCO (interacts with) GENDER.x"
"397","NLRP2","GENDER.x",0.198599302726425,0.0123667864067567,0.0458367133567347,"NLRP2 (interacts with) GENDER.x"
"398","DEPDC1","GENDER.x",-0.20052450546219,0.0115286361732978,0.0433084692477933,"DEPDC1 (interacts with) GENDER.x"
"399","TIMP2","GENDER.x",-0.197746029674969,0.0127550492348281,0.0469916996649136,"TIMP2 (interacts with) GENDER.x"
"400","ADAM28","GENDER.x",0.216944673332733,0.00618166548511501,0.026008315637795,"ADAM28 (interacts with) GENDER.x"
"401","TNIP3","GENDER.x",0.226757313424479,0.00416902953705689,0.0187596967481509,"TNIP3 (interacts with) GENDER.x"
"402","SLC9A7","GENDER.x",0.242542864876418,0.00213707613412151,0.0107018042300808,"SLC9A7 (interacts with) GENDER.x"
