"","ID","NAME","EQUATION","GENE.ASSOCIATION","SUBSYSTEM","Flux_C1","Flux_C2","Flux_CT"
"84","MAR00331","","AMP[c] + PPi[c] + tetracosanoyl-CoA[c] <=> ATP[c] + CoA[c] + lignocerate[c]","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642","Fatty acid activation (cytosolic)",-0.00146662613883564,-0.0107408127979625,-0.00146662613883564
"85","MAR00336","","nervonic acid[e] => nervonic acid[c]","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186","Transport reactions",0.00146662613881196,0.0107408127979642,0.00146662613881196
"86","MAR00337","","(15Z)-tetracosenoyl-CoA[c] + AMP[c] + PPi[c] <=> ATP[c] + CoA[c] + nervonic acid[c]","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642","Fatty acid activation (cytosolic)",-0.00146662613883564,-0.0107408127979625,-0.00146662613883564
"87","MAR00340","","cerotic acid[e] => cerotic acid[c]","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186","Transport reactions",0.00146662613881196,0.0107408127979642,0.00146662613881196
"88","MAR00341","","AMP[c] + hexacosanoyl-CoA[c] + PPi[c] <=> ATP[c] + cerotic acid[c] + CoA[c]","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642","Fatty acid activation (cytosolic)",-0.00146662613883564,-0.0107408127979625,-0.00146662613883564
"89","MAR00344","","ximenic acid[e] => ximenic acid[c]","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186","Transport reactions",0.00146662613881196,0.0107408127979642,0.00146662613881196
"90","MAR00345","","AMP[c] + hexacosenoyl-CoA[c] + PPi[c] <=> ATP[c] + CoA[c] + ximenic acid[c]","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642","Fatty acid activation (cytosolic)",-0.00146662613883564,-0.0107408127979625,-0.00146662613883564
"91","MAR00348","","linolenate[e] => linolenate[c]","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186","Transport reactions",0.0307991489150512,0.225557068757247,0.0307991489150512
"92","MAR00349","","AMP[c] + linolenoyl-CoA[c] + PPi[c] <=> ATP[c] + CoA[c] + linolenate[c]","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642","Fatty acid activation (cytosolic)",-0.0307991489150936,-0.225557068757212,-0.0307991489150936
"93","MAR00352","","stearidonic acid[e] => stearidonic acid[c]","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186","Transport reactions",0.0144549299633241,0.0810838663344792,0.0144549299633241
"94","MAR00353","","(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[c] + AMP[c] + PPi[c] <=> ATP[c] + CoA[c] + stearidonic acid[c]","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642","Fatty acid activation (cytosolic)",-0.0144549299633354,-0.0810838663344384,-0.0144549299633354
"95","MAR00356","","omega-3-arachidonic acid[e] => omega-3-arachidonic acid[c]","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186","Transport reactions",0.042165501490844,0.30879836794147,0.042165501490844
"96","MAR00357","","(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA[c] + AMP[c] + PPi[c] <=> ATP[c] + CoA[c] + omega-3-arachidonic acid[c]","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642","Fatty acid activation (cytosolic)",-0.0421655014908993,-0.308798367941449,-0.0421655014908993
"97","MAR00360","","EPA[e] => EPA[c]","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186","Transport reactions",0.042532158025547,0.311483571140961,0.042532158025547
"98","MAR00361","","(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA[c] + AMP[c] + PPi[c] <=> ATP[c] + CoA[c] + EPA[c]","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642","Fatty acid activation (cytosolic)",-0.0425321580255513,-0.311483571140911,-0.0425321580255513
"99","MAR00364","","DPA[e] => DPA[c]","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186","Transport reactions",0.0216327355474765,0.158426988769971,0.0216327355474765
"100","MAR00365","","(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA[c] + AMP[c] + PPi[c] <=> ATP[c] + CoA[c] + DPA[c]","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642","Fatty acid activation (cytosolic)",-0.0216327355474277,-0.158426988769975,-0.0216327355474277
"101","MAR00368","","(9Z,12Z,15Z,18Z,21Z)-TPA[e] => (9Z,12Z,15Z,18Z,21Z)-TPA[c]","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186","Transport reactions",0.00146662613881196,0.0107408127979642,0.00146662613881196
"102","MAR00369","","(9Z,12Z,15Z,18Z,21Z)-TPA[c] + ATP[c] + CoA[c] <=> (9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA[c] + AMP[c] + PPi[c]","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642","Fatty acid activation (cytosolic)",0.00146662613883564,0.0107408127979625,0.00146662613883564
"103","MAR00372","","(6Z,9Z,12Z,15Z,18Z,21Z)-THA[e] => (6Z,9Z,12Z,15Z,18Z,21Z)-THA[c]","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186","Transport reactions",0.00146662613881196,0.0107408127979642,0.00146662613881196
"104","MAR00373","","(6Z,9Z,12Z,15Z,18Z,21Z)-THA[c] + ATP[c] + CoA[c] <=> (6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA[c] + AMP[c] + PPi[c]","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642","Fatty acid activation (cytosolic)",0.00146662613883564,0.0107408127979625,0.00146662613883564
"105","MAR00376","","DHA[e] => DHA[c]","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186","Transport reactions",0.0821260420366432,0.698644936268098,0.0821260420366432
"106","MAR00377","","(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[c] + AMP[c] + PPi[c] <=> ATP[c] + CoA[c] + DHA[c]","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642","Fatty acid activation (cytosolic)",-0.0821260420366343,-0.698644936268124,-0.0821260420366343
"107","MAR00380","","(11Z,14Z,17Z)-eicosatrienoic acid[e] => (11Z,14Z,17Z)-eicosatrienoic acid[c]","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186","Transport reactions",0.00146662613881196,0.0107408127979642,0.00146662613881196
"108","MAR00381","","(11Z,14Z,17Z)-eicosatrienoic acid[c] + ATP[c] + CoA[c] <=> (11Z,14Z,17Z)-eicosatrienoyl-CoA[c] + AMP[c] + PPi[c]","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642","Fatty acid activation (cytosolic)",0.00146662613883564,0.0107408127979625,0.00146662613883564
"109","MAR00384","","13,16,19-docosatrienoic acid[e] => 13,16,19-docosatrienoic acid[c]","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186","Transport reactions",0.00146662613881196,0.0107408127979642,0.00146662613881196
"110","MAR00385","","13,16,19-docosatrienoic acid[c] + ATP[c] + CoA[c] <=> 13,16,19-docosatrienoyl-CoA[c] + AMP[c] + PPi[c]","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642","Fatty acid activation (cytosolic)",0.00146662613883564,0.0107408127979625,0.00146662613883564
"111","MAR00388","","10,13,16,19-docosatetraenoic acid[e] => 10,13,16,19-docosatetraenoic acid[c]","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186","Transport reactions",0.00146662613881196,0.0107408127979642,0.00146662613881196
"112","MAR00389","","10,13,16,19-docosatetraenoic acid[c] + ATP[c] + CoA[c] <=> 10,13,16,19-docosatetraenoyl-CoA[c] + AMP[c] + PPi[c]","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642","Fatty acid activation (cytosolic)",0.00146662613883564,0.0107408127979625,0.00146662613883564
"113","MAR00392","","12,15,18,21-tetracosatetraenoic acid[e] => 12,15,18,21-tetracosatetraenoic acid[c]","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186","Transport reactions",0.00146662613881196,0.0107408127979642,0.00146662613881196
"114","MAR00393","","12,15,18,21-tetracosatetraenoic acid[c] + ATP[c] + CoA[c] <=> 12,15,18,21-tetracosatetraenoyl-CoA[c] + AMP[c] + PPi[c]","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642","Fatty acid activation (cytosolic)",0.00146662613883564,0.0107408127979625,0.00146662613883564
"115","MAR00396","","linoleate[e] => linoleate[c]","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186","Transport reactions",0.702147263956228,5.14216412702534,0.702147263956228
"116","MAR00397","","AMP[c] + linoleoyl-CoA[c] + PPi[c] <=> ATP[c] + CoA[c] + linoleate[c]","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642","Fatty acid activation (cytosolic)",-0.702147263956249,-5.14216412702535,-0.702147263956249
"117","MAR00400","","gamma-linolenate[e] => gamma-linolenate[c]","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186","Transport reactions",0.0106330395063867,0.0778708927852401,0.0106330395063867
"118","MAR00401","","AMP[c] + gamma-linolenoyl-CoA[c] + PPi[c] <=> ATP[c] + CoA[c] + gamma-linolenate[c]","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642","Fatty acid activation (cytosolic)",-0.0106330395063878,-0.0778708927851994,-0.0106330395063878
"119","MAR00404","","dihomo-gamma-linolenate[e] => dihomo-gamma-linolenate[c]","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186","Transport reactions",0.0788311549611431,3.48539375293937,0.0788311549611431
"120","MAR00405","","AMP[c] + dihomo-gamma-linolenoyl-CoA[c] + PPi[c] <=> ATP[c] + CoA[c] + dihomo-gamma-linolenate[c]","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642","Fatty acid activation (cytosolic)",-0.078831154961108,-3.48539375293933,-0.078831154961108
"121","MAR00408","","arachidonate[e] => arachidonate[c]","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186","Transport reactions",1000,NA,0.397089027083339
"122","MAR00409","Arachidonate:CoA ligase (AMP-forming)","AMP[c] + arachidonyl-CoA[c] + PPi[c] <=> arachidonate[c] + ATP[c] + CoA[c]","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642","Fatty acid activation (cytosolic)",-0.397089027083325,NA,-0.397089027083325
"123","MAR00412","","adrenic acid[e] => adrenic acid[c]","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186","Transport reactions",0.0249376660966302,0.0854343979832855,0.0249376660966302
"124","MAR00413","","(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[c] + AMP[c] + PPi[c] <=> adrenic acid[c] + ATP[c] + CoA[c]","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642","Fatty acid activation (cytosolic)",-0.0249376660966618,-0.0854343979832493,-0.0249376660966618
"125","MAR00416","","(9Z,12Z,15Z,18Z)-TTA[e] => (9Z,12Z,15Z,18Z)-TTA[c]","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186","Transport reactions",0.00146662613881196,0.0107408127979642,0.00146662613881196
"126","MAR00417","","(9Z,12Z,15Z,18Z)-TTA[c] + ATP[c] + CoA[c] <=> (9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA[c] + AMP[c] + PPi[c]","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642","Fatty acid activation (cytosolic)",0.00146662613883564,0.0107408127979625,0.00146662613883564
"127","MAR00420","","(6Z,9Z,12Z,15Z,18Z)-TPA[e] => (6Z,9Z,12Z,15Z,18Z)-TPA[c]","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186","Transport reactions",0.00146662613881196,0.0107408127979642,0.00146662613881196
"128","MAR00421","","(6Z,9Z,12Z,15Z,18Z)-TPA[c] + ATP[c] + CoA[c] <=> (6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA[c] + AMP[c] + PPi[c]","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642","Fatty acid activation (cytosolic)",0.00146662613883564,0.0107408127979625,0.00146662613883564
"129","MAR00424","","(4Z,7Z,10Z,13Z,16Z)-DPA[e] => (4Z,7Z,10Z,13Z,16Z)-DPA[c]","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186","Transport reactions",0.0139329483187137,0.10203772158066,0.0139329483187137
"130","MAR00425","","(4Z,7Z,10Z,13Z,16Z)-DPA[c] + ATP[c] + CoA[c] <=> (4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[c] + AMP[c] + PPi[c]","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642","Fatty acid activation (cytosolic)",0.0139329483187112,0.1020377215807,0.0139329483187112
"131","MAR00428","","(11Z,14Z)-eicosadienoic acid[e] => (11Z,14Z)-eicosadienoic acid[c]","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186","Transport reactions",0.00146662613881196,0.0107408127979642,0.00146662613881196
"132","MAR00429","","(11Z,14Z)-eicosadienoic acid[c] + ATP[c] + CoA[c] <=> (11Z,14Z)-eicosadienoyl-CoA[c] + AMP[c] + PPi[c]","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642","Fatty acid activation (cytosolic)",0.00146662613883564,0.0107408127979625,0.00146662613883564
